"I","PI0","PI1","QI","LI","TI"
904,180.3,180.3,18070.8,11,14
905,180,180,22.9,11,14
906,150,150,12.9,11,14
907,140,140,12.1,11,14
908,130,130,8.4,11,14
909,128.09,128.09,120.9,11,14
910,120,120,364.1,11,14
911,110,110,234,11,14
912,100,100,412.6,11,14
913,98.8,98.8,308.4,11,14
914,97.8,97.8,50,11,14
915,97.6,97.6,22,11,14
916,92.8,92.8,40,11,14
917,90,90,682.8,11,14
918,87.8,87.8,30,11,14
919,85,85,0.8,11,14
920,82.8,82.8,20,11,14
921,80,80,233.1,11,14
922,77.8,77.8,10,11,14
923,75,75,14.6,11,14
924,71.33,71.33,0.2,11,14
925,70.13,70.13,143.5,11,14
926,70,70,1.3,11,14
927,65.8,65.8,27,11,14
928,65.13,65.13,102,11,14
929,64.99,64.99,200,11,14
930,64.8,64.8,27,11,14
931,63.8,63.8,27,11,14
932,62.8,62.8,27.1,11,14
933,61.8,61.8,27.1,11,14
934,60.8,60.8,27.1,11,14
935,60,60,62.5,11,14
936,59.8,59.8,27.1,11,14
937,58.8,58.8,27,11,14
938,58.75,58.75,0.9,11,14
939,57.8,57.8,27,11,14
940,56.8,56.8,27,11,14
941,56.39,56.39,99.1,11,14
942,55.8,55.8,27,11,14
943,55.55,55.55,27,11,14
944,55.3,55.3,27,11,14
945,55.05,55.05,27,11,14
946,54.98,54.98,300,11,14
947,54.8,54.8,27,11,14
948,52.39,52.39,74.3,11,14
949,50.39,50.39,74.3,11,14
950,50,50,15.4,11,14
951,49.39,49.39,74.3,11,14
952,49.1,49.1,6.4,11,14
953,49.01,49.01,29.7,11,14
954,48.39,48.39,74.3,11,14
955,47.39,47.39,99.1,11,14
956,46.8,46.8,4.5,11,14
957,46.57,46.57,1.4,11,14
958,45,45,14.8,11,14
959,42.4,42.4,20,11,14
960,42.34,42.34,57.6,11,14
961,41,41,50,11,14
962,40,40,4.6,11,14
963,39.4,39.4,20,11,14
964,39,39,0.6,11,14
965,37.4,37.4,10,11,14
966,35.45,35.45,5.7,11,14
967,35.3,35.3,37.1,11,14
968,35,35,13.6,11,14
969,34.1,34.1,6.3,11,14
970,34,34,50,11,14
971,30.05,30.05,37.1,11,14
972,30,30,110.6,11,14
973,25,25,190.6,11,14
974,24.8,24.8,37.1,11,14
975,23.5,23.5,190,11,14
976,20.13,20.13,52,11,14
977,20.1,20.1,190,11,14
978,20,20,90,11,14
979,19.1,19.1,13.9,11,14
980,18,18,2.3,11,14
981,17.13,17.13,52,11,14
982,17,17,90,11,14
983,16,16,138,11,14
984,15.13,15.13,52,11,14
985,15,15,72,11,14
986,14,14,138,11,14
987,12,12,138,11,14
988,10,10,241.8,11,14
989,9.5,9.5,200,11,14
990,9,9,143.8,11,14
991,5,5,98,11,14
992,2,2,10,11,14
993,1.5,1.5,2.7,11,14
994,1,1,69.6,11,14
995,0.5,0.5,94.7,11,14
996,0.1,0.1,67.5,11,14
997,0,0,10309.9,11,14
998,180.3,180.3,17587.2,11,15
999,180,180,21.6,11,15
1000,150,150,11.9,11,15
1001,140,140,12,11,15
1002,130,130,7.9,11,15
1003,128.09,128.09,118.7,11,15
1004,120,120,360.1,11,15
1005,110,110,235.1,11,15
1006,100.38,100.38,291.4,11,15
1007,100,100,385.1,11,15
1008,99.38,99.38,50,11,15
1009,96.07,96.07,20.6,11,15
1010,94.38,94.38,40,11,15
1011,90,90,665.1,11,15
1012,89.38,89.38,30,11,15
1013,85,85,0.7,11,15
1014,84.38,84.38,20,11,15
1015,80,80,205.5,11,15
1016,79.38,79.38,10,11,15
1017,75,75,12.1,11,15
1018,70,70,1.2,11,15
1019,69.38,69.38,27,11,15
1020,68.6,68.6,0.2,11,15
1021,68.38,68.38,27,11,15
1022,67.38,67.38,27,11,15
1023,66.38,66.38,27,11,15
1024,65.38,65.38,27,11,15
1025,64.99,64.99,200,11,15
1026,64.38,64.38,27,11,15
1027,64.24,64.24,129.5,11,15
1028,63.38,63.38,27,11,15
1029,62.38,62.38,27,11,15
1030,61.38,61.38,27,11,15
1031,60.38,60.38,27,11,15
1032,60,60,62.5,11,15
1033,59.38,59.38,27,11,15
1034,59.24,59.24,88,11,15
1035,59.13,59.13,27,11,15
1036,58.88,58.88,27,11,15
1037,58.63,58.63,27,11,15
1038,58.38,58.38,27,11,15
1039,56.55,56.55,0.8,11,15
1040,54.98,54.98,300,11,15
1041,54.08,54.08,92,11,15
1042,50.08,50.08,69,11,15
1043,50,50,14.5,11,15
1044,49.1,49.1,6.1,11,15
1045,49.01,49.01,26.3,11,15
1046,48.08,48.08,69,11,15
1047,47.08,47.08,69,11,15
1048,46.08,46.08,69,11,15
1049,45.08,45.08,92,11,15
1050,45,45,14,11,15
1051,44.9,44.9,4.6,11,15
1052,44.41,44.41,1.3,11,15
1053,42.4,42.4,20,11,15
1054,42.34,42.34,34.3,11,15
1055,42,42,50,11,15
1056,40,40,4.5,11,15
1057,39.4,39.4,20,11,15
1058,38.88,38.88,37.1,11,15
1059,37.4,37.4,10,11,15
1060,35,35,13.4,11,15
1061,34.55,34.55,7.1,11,15
1062,34.1,34.1,6,11,15
1063,33.63,33.63,37.1,11,15
1064,33,33,50,11,15
1065,32,32,0.6,11,15
1066,30,30,109,11,15
1067,28.38,28.38,37.1,11,15
1068,25,25,190.6,11,15
1069,23.5,23.5,190,11,15
1070,20.13,20.13,52,11,15
1071,20.1,20.1,190,11,15
1072,20,20,90,11,15
1073,19.1,19.1,12.9,11,15
1074,18,18,2.4,11,15
1075,17.13,17.13,52,11,15
1076,17,17,90,11,15
1077,16,16,138,11,15
1078,15.13,15.13,52,11,15
1079,15,15,72,11,15
1080,14,14,138,11,15
1081,12,12,138,11,15
1082,10,10,242,11,15
1083,9.5,9.5,200,11,15
1084,9,9,142.6,11,15
1085,5,5,98,11,15
1086,2,2,10,11,15
1087,1.5,1.5,2.6,11,15
1088,1,1,66,11,15
1089,0.5,0.5,95.5,11,15
1090,0.1,0.1,68.3,11,15
1091,0,0,10299.3,11,15
1092,180.3,180.3,16871,11,16
1093,180,180,21,11,16
1094,150,150,12.1,11,16
1095,140,140,11.7,11,16
1096,130,130,7.8,11,16
1097,128.09,128.09,118,11,16
1098,120,120,328.5,11,16
1099,110,110,30.5,11,16
1100,100,100,384.9,11,16
1101,93,93,269.8,11,16
1102,92.7,92.7,19.7,11,16
1103,91.85,91.85,50.1,11,16
1104,90,90,639.3,11,16
1105,86.85,86.85,40.1,11,16
1106,85,85,0.8,11,16
1107,81.85,81.85,30,11,16
1108,80,80,203.2,11,16
1109,76.85,76.85,20,11,16
1110,75,75,11.2,11,16
1111,71.85,71.85,10,11,16
1112,70,70,1.1,11,16
1113,66.36,66.36,0.1,11,16
1114,64.99,64.99,200,11,16
1115,60.97,60.97,67.5,11,16
1116,60,60,62.5,11,16
1117,56.85,56.85,30,11,16
1118,55.97,55.97,60,11,16
1119,55.85,55.85,30,11,16
1120,55.45,55.45,0.8,11,16
1121,54.98,54.98,300,11,16
1122,54.85,54.85,30,11,16
1123,53.85,53.85,30,11,16
1124,52.85,52.85,30,11,16
1125,51.85,51.85,30,11,16
1126,51.22,51.22,91,11,16
1127,50.85,50.85,30,11,16
1128,50,50,14.2,11,16
1129,49.85,49.85,30,11,16
1130,49.01,49.01,26,11,16
1131,48.85,48.85,30,11,16
1132,47.85,47.85,30,11,16
1133,47.22,47.22,68.3,11,16
1134,47.1,47.1,5.3,11,16
1135,46.85,46.85,30,11,16
1136,46.6,46.6,30,11,16
1137,46.35,46.35,30,11,16
1138,46.1,46.1,30,11,16
1139,45.85,45.85,30,11,16
1140,45.22,45.22,68.3,11,16
1141,45,45,13.6,11,16
1142,44.22,44.22,68.3,11,16
1143,43.22,43.22,68.3,11,16
1144,42.78,42.78,1.2,11,16
1145,42.5,42.5,4.6,11,16
1146,42.4,42.4,20,11,16
1147,42.34,42.34,35,11,16
1148,42.22,42.22,91,11,16
1149,40,40,4.2,11,16
1150,39.4,39.4,20,11,16
1151,37.4,37.4,10,11,16
1152,35,35,53.5,11,16
1153,34,34,50,11,16
1154,32.1,32.1,5.3,11,16
1155,30,30,159,11,16
1156,29,29,50.6,11,16
1157,27.36,27.36,7.4,11,16
1158,26.35,26.35,37.1,11,16
1159,25,25,190.6,11,16
1160,23.5,23.5,190,11,16
1161,21.1,21.1,37.1,11,16
1162,20.13,20.13,52,11,16
1163,20.1,20.1,190,11,16
1164,20,20,90,11,16
1165,18,18,2.5,11,16
1166,17.13,17.13,52,11,16
1167,17.1,17.1,13.9,11,16
1168,17,17,90,11,16
1169,16,16,138,11,16
1170,15.85,15.85,37.1,11,16
1171,15.13,15.13,52,11,16
1172,15,15,72,11,16
1173,14,14,138,11,16
1174,12,12,138,11,16
1175,10,10,241.8,11,16
1176,9.5,9.5,200,11,16
1177,9,9,341.5,11,16
1178,8.9,8.9,5.2,11,16
1179,5,5,98,11,16
1180,2,2,10,11,16
1181,1.5,1.5,2.5,11,16
1182,1,1,65.5,11,16
1183,0.5,0.5,95.8,11,16
1184,0.1,0.1,68.5,11,16
1185,0,0,10215.1,11,16
1186,180.3,180.3,16509.5,11,17
1187,180,180,21.2,11,17
1188,150,150,12.3,11,17
1189,140,140,11.2,11,17
1190,130,130,7.9,11,17
1191,128.09,128.09,118.7,11,17
1192,120,120,327.7,11,17
1193,110,110,30.5,11,17
1194,100,100,392,11,17
1195,96.6,96.6,260.1,11,17
1196,95.6,95.6,50,11,17
1197,92.48,92.48,20,11,17
1198,90.6,90.6,40,11,17
1199,90,90,625.9,11,17
1200,85.6,85.6,30,11,17
1201,85,85,0.8,11,17
1202,80.6,80.6,20,11,17
1203,80,80,208.2,11,17
1204,75.6,75.6,10,11,17
1205,75,75,10.1,11,17
1206,70,70,1.1,11,17
1207,66.78,66.78,0.1,11,17
1208,65,65,68.5,11,17
1209,64.99,64.99,200,11,17
1210,60.6,60.6,30,11,17
1211,60,60,127.6,11,17
1212,59.6,59.6,30,11,17
1213,58.6,58.6,30,11,17
1214,57.6,57.6,30.1,11,17
1215,56.6,56.6,30.1,11,17
1216,55.6,55.6,30.1,11,17
1217,55.21,55.21,0.8,11,17
1218,54.98,54.98,300,11,17
1219,54.6,54.6,30.1,11,17
1220,53.6,53.6,30.1,11,17
1221,52.76,52.76,91.1,11,17
1222,52.6,52.6,30,11,17
1223,51.6,51.6,30,11,17
1224,50.6,50.6,30,11,17
1225,50.35,50.35,30,11,17
1226,50.1,50.1,30,11,17
1227,50,50,14.3,11,17
1228,49.85,49.85,30,11,17
1229,49.6,49.6,30,11,17
1230,49.01,49.01,26.8,11,17
1231,48.76,48.76,68.3,11,17
1232,47.1,47.1,5.2,11,17
1233,46.76,46.76,68.3,11,17
1234,45.76,45.76,68.3,11,17
1235,45,45,13.6,11,17
1236,44.76,44.76,68.3,11,17
1237,43.76,43.76,91.1,11,17
1238,42.4,42.4,20,11,17
1239,42.34,42.34,34.3,11,17
1240,42.1,42.1,4.4,11,17
1241,41.79,41.79,1.2,11,17
1242,40,40,4.1,11,17
1243,39.4,39.4,20,11,17
1244,37.4,37.4,10,11,17
1245,35,35,53.4,11,17
1246,32.1,32.1,5.1,11,17
1247,32,32,100,11,17
1248,30.1,30.1,37.1,11,17
1249,30,30,147.5,11,17
1250,29,29,0.7,11,17
1251,27.27,27.27,7.2,11,17
1252,25,25,190.6,11,17
1253,24.85,24.85,37.1,11,17
1254,23.5,23.5,190,11,17
1255,20.13,20.13,52,11,17
1256,20.1,20.1,190,11,17
1257,20,20,90,11,17
1258,19.6,19.6,37.1,11,17
1259,18,18,2.2,11,17
1260,17.13,17.13,52,11,17
1261,17.1,17.1,13.9,11,17
1262,17,17,90,11,17
1263,16,16,138,11,17
1264,15.13,15.13,52,11,17
1265,15,15,72,11,17
1266,14,14,138,11,17
1267,12,12,138,11,17
1268,10,10,241.8,11,17
1269,9.5,9.5,200,11,17
1270,9,9,293.2,11,17
1271,8.9,8.9,3.3,11,17
1272,5,5,98,11,17
1273,2,2,10,11,17
1274,1.5,1.5,2.8,11,17
1275,1,1,65.5,11,17
1276,0.5,0.5,95.9,11,17
1277,0.1,0.1,68.7,11,17
1278,0,0,10215.2,11,17
1279,180.3,180.3,17116,11,18
1280,180,180,22,11,18
1281,150,150,12.6,11,18
1282,140,140,11.9,11,18
1283,130,130,8,11,18
1284,128.09,128.09,121.5,11,18
1285,120,120,327.4,11,18
1286,110,110,30.4,11,18
1287,101.33,101.33,225.9,11,18
1288,100.33,100.33,50,11,18
1289,100.24,100.24,21,11,18
1290,100,100,402.8,11,18
1291,95.33,95.33,40,11,18
1292,95,95,4.7,11,18
1293,90.33,90.33,30,11,18
1294,90,90,635.1,11,18
1295,85.33,85.33,20.1,11,18
1296,85,85,0.8,11,18
1297,81.63,81.63,0.1,11,18
1298,80.33,80.33,10,11,18
1299,80,80,214.9,11,18
1300,76,76,5.5,11,18
1301,75,75,10.3,11,18
1302,71,71,90,11,18
1303,70,70,1.2,11,18
1304,65.33,65.33,32,11,18
1305,64.99,64.99,200,11,18
1306,64.33,64.33,32,11,18
1307,63.33,63.33,32,11,18
1308,62.33,62.33,32.1,11,18
1309,61.33,61.33,32.1,11,18
1310,60.33,60.33,32,11,18
1311,60,60,62.6,11,18
1312,59.33,59.33,32,11,18
1313,58.33,58.33,32,11,18
1314,57.33,57.33,32,11,18
1315,56.33,56.33,32,11,18
1316,55.93,55.93,92.8,11,18
1317,55.85,55.85,0.8,11,18
1318,55.33,55.33,32,11,18
1319,55.08,55.08,32,11,18
1320,54.98,54.98,300,11,18
1321,54.83,54.83,32,11,18
1322,54.58,54.58,32,11,18
1323,54.33,54.33,32,11,18
1324,51.93,51.93,69.6,11,18
1325,50,50,14.7,11,18
1326,49.93,49.93,69.6,11,18
1327,49.01,49.01,28.3,11,18
1328,48.93,48.93,69.6,11,18
1329,47.93,47.93,69.6,11,18
1330,47.1,47.1,5.2,11,18
1331,46.93,46.93,92.8,11,18
1332,45.8,45.8,4.4,11,18
1333,45,45,14,11,18
1334,43.47,43.47,1.3,11,18
1335,42.4,42.4,20,11,18
1336,42.34,42.34,31.5,11,18
1337,40,40,4.4,11,18
1338,39.4,39.4,20,11,18
1339,37.4,37.4,10,11,18
1340,35,35,53.5,11,18
1341,34.83,34.83,37.1,11,18
1342,32.27,32.27,7,11,18
1343,32.1,32.1,5.2,11,18
1344,30,30,185.3,11,18
1345,29.58,29.58,37.1,11,18
1346,29,29,0.7,11,18
1347,25,25,190.7,11,18
1348,24.33,24.33,37.1,11,18
1349,23.5,23.5,190,11,18
1350,20.13,20.13,52,11,18
1351,20.1,20.1,190,11,18
1352,20,20,92.4,11,18
1353,18,18,52.1,11,18
1354,17.13,17.13,52,11,18
1355,17.1,17.1,14.6,11,18
1356,17,17,90,11,18
1357,16,16,138,11,18
1358,15.13,15.13,52,11,18
1359,15,15,72,11,18
1360,14,14,138,11,18
1361,12,12,138,11,18
1362,10,10,241.7,11,18
1363,9.5,9.5,200,11,18
1364,9,9,292.1,11,18
1365,8.9,8.9,3.9,11,18
1366,5,5,148,11,18
1367,2,2,10,11,18
1368,1.5,1.5,2.9,11,18
1369,1,1,66.4,11,18
1370,0.5,0.5,95.5,11,18
1371,0.1,0.1,68.3,11,18
1372,0,0,10224.1,11,18
1373,180.3,180.3,17413.3,11,19
1374,180,180,23.6,11,19
1375,150,150,12.5,11,19
1376,140,140,13,11,19
1377,130,130,7.6,11,19
1378,128.08,128.08,146,11,19
1379,120,120,291,11,19
1380,110,110,412.4,11,19
1381,109.02,109.02,21.2,11,19
1382,107,107,173.8,11,19
1383,106,106,50,11,19
1384,101,101,40,11,19
1385,100,100,17.6,11,19
1386,96,96,29.9,11,19
1387,95,95,4.8,11,19
1388,91,91,19.9,11,19
1389,90,90,926.3,11,19
1390,86.7,86.7,0.1,11,19
1391,86,86,10,11,19
1392,85,85,0.8,11,19
1393,80,80,10.4,11,19
1394,75,75,18.1,11,19
1395,70,70,21.2,11,19
1396,64.99,64.99,200,11,19
1397,59.01,59.01,0.7,11,19
1398,59,59,33,11,19
1399,58.8,58.8,95.1,11,19
1400,58.2,58.2,4.4,11,19
1401,58,58,33,11,19
1402,57,57,33,11,19
1403,56,56,33,11,19
1404,55,55,33,11,19
1405,54.98,54.98,300,11,19
1406,54.8,54.8,71.3,11,19
1407,54,54,33,11,19
1408,53,53,33,11,19
1409,52.8,52.8,71.3,11,19
1410,52,52,33,11,19
1411,51.8,51.8,71.3,11,19
1412,51,51,33,11,19
1413,50.8,50.8,71.3,11,19
1414,50,50,48.1,11,19
1415,49.8,49.8,95.1,11,19
1416,49.01,49.01,29,11,19
1417,49,49,33,11,19
1418,48.75,48.75,33,11,19
1419,48.5,48.5,33,11,19
1420,48.25,48.25,33,11,19
1421,48,48,33,11,19
1422,46.27,46.27,1.4,11,19
1423,45,45,14.3,11,19
1424,43.85,43.85,3.2,11,19
1425,42.4,42.4,20,11,19
1426,42.33,42.33,25.6,11,19
1427,40,40,95.3,11,19
1428,39.4,39.4,20,11,19
1429,37.4,37.4,10,11,19
1430,36.99,36.99,6.6,11,19
1431,35,35,53.6,11,19
1432,30,30,244.8,11,19
1433,28.85,28.85,3.2,11,19
1434,28.5,28.5,37.3,11,19
1435,25,25,240.6,11,19
1436,23.5,23.5,190,11,19
1437,23.25,23.25,37.3,11,19
1438,20.13,20.13,52,11,19
1439,20.1,20.1,190,11,19
1440,20,20,92.3,11,19
1441,18,18,39,11,19
1442,17.13,17.13,52,11,19
1443,17,17,90,11,19
1444,16,16,138,11,19
1445,15.13,15.13,52,11,19
1446,15,15,72,11,19
1447,14,14,138,11,19
1448,13.85,13.85,18.3,11,19
1449,12,12,138,11,19
1450,10,10,241.8,11,19
1451,9.5,9.5,200,11,19
1452,9,9,256.4,11,19
1453,8.9,8.9,21.7,11,19
1454,7,7,50,11,19
1455,5,5,98,11,19
1456,2,2,10,11,19
1457,1.5,1.5,3.3,11,19
1458,1,1,67.6,11,19
1459,0.5,0.5,95.7,11,19
1460,0.1,0.1,68.4,11,19
1461,0,0,10706,11,19
1462,180.3,180.3,18560.5,11,20
1463,180,180,24.1,11,20
1464,150,150,12.3,11,20
1465,140,140,13.8,11,20
1466,139.1,139.1,198.5,11,20
1467,130,130,7.7,11,20
1468,128.08,128.08,180.7,11,20
1469,120,120,292.9,11,20
1470,113.92,113.92,21.1,11,20
1471,110,110,411.8,11,20
1472,108.96,108.96,40,11,20
1473,103.96,103.96,30,11,20
1474,100,100,27.8,11,20
1475,98.96,98.96,20,11,20
1476,95,95,228.6,11,20
1477,93.96,93.96,9.9,11,20
1478,90,90,736.8,11,20
1479,89.6,89.6,0.2,11,20
1480,85,85,0.4,11,20
1481,81,81,50,11,20
1482,80,80,0.6,11,20
1483,75,75,17.2,11,20
1484,70,70,81.9,11,20
1485,69.9,69.9,4.5,11,20
1486,66.96,66.96,35,11,20
1487,65.96,65.96,35,11,20
1488,64.99,64.99,200,11,20
1489,64.96,64.96,35,11,20
1490,63.96,63.96,35,11,20
1491,62.96,62.96,35,11,20
1492,62,62,0.5,11,20
1493,61.96,61.96,35,11,20
1494,60.96,60.96,35,11,20
1495,59.96,59.96,35,11,20
1496,58.96,58.96,35,11,20
1497,57.96,57.96,35,11,20
1498,56.96,56.96,35,11,20
1499,56.71,56.71,35,11,20
1500,56.46,56.46,35,11,20
1501,56.21,56.21,35,11,20
1502,55.96,55.96,35,11,20
1503,54.98,54.98,300,11,20
1504,53.5,53.5,95.3,11,20
1505,53,53,60,11,20
1506,52.5,52.5,71.5,11,20
1507,51.5,51.5,71.5,11,20
1508,50.5,50.5,71.5,11,20
1509,50,50,14.4,11,20
1510,49.5,49.5,71.5,11,20
1511,49.25,49.25,1.4,11,20
1512,49.01,49.01,29.2,11,20
1513,48.5,48.5,95.3,11,20
1514,45,45,14.5,11,20
1515,43.85,43.85,2.8,11,20
1516,43,43,0.7,11,20
1517,42.4,42.4,20,11,20
1518,41.03,41.03,6.6,11,20
1519,40,40,4.8,11,20
1520,39.4,39.4,20,11,20
1521,37.4,37.4,10,11,20
1522,36.46,36.46,37.3,11,20
1523,35,35,53.7,11,20
1524,32,32,50,11,20
1525,31.21,31.21,37.3,11,20
1526,30,30,184.9,11,20
1527,28.85,28.85,2.8,11,20
1528,25.96,25.96,37.3,11,20
1529,25,25,190.6,11,20
1530,24,24,50,11,20
1531,23.5,23.5,190,11,20
1532,20.13,20.13,52,11,20
1533,20.1,20.1,190,11,20
1534,20,20,92.2,11,20
1535,19,19,8.3,11,20
1536,18,18,1.7,11,20
1537,17.13,17.13,52,11,20
1538,17,17,90,11,20
1539,16,16,138,11,20
1540,15.13,15.13,52,11,20
1541,15,15,72,11,20
1542,14,14,138,11,20
1543,13.85,13.85,20,11,20
1544,12,12,138,11,20
1545,10,10,241.9,11,20
1546,9.5,9.5,200,11,20
1547,9,9,199.9,11,20
1548,8.9,8.9,50,11,20
1549,5,5,98,11,20
1550,2,2,10,11,20
1551,1.5,1.5,3.3,11,20
1552,1,1,67.7,11,20
1553,0.5,0.5,95.2,11,20
1554,0.1,0.1,68,11,20
1555,0,0,11050.9,11,20
1556,180.3,180.3,18652.6,11,21
1557,180,180,22.6,11,21
1558,150,150,12,11,21
1559,140,140,211,11,21
1560,130,130,7.4,11,21
1561,128.08,128.08,184.8,11,21
1562,120,120,293.1,11,21
1563,115.75,115.75,40.1,11,21
1564,114.36,114.36,19.4,11,21
1565,110.75,110.75,30,11,21
1566,110,110,398,11,21
1567,105.75,105.75,20,11,21
1568,100.75,100.75,10.1,11,21
1569,100,100,26.3,11,21
1570,95,95,211.4,11,21
1571,90,90,750.6,11,21
1572,89.34,89.34,0.2,11,21
1573,80,80,0.6,11,21
1574,75,75,18.5,11,21
1575,71.5,71.5,4.4,11,21
1576,70,70,66.9,11,21
1577,64.99,64.99,200,11,21
1578,63.75,63.75,35,11,21
1579,62.75,62.75,35,11,21
1580,62.24,62.24,0.5,11,21
1581,61.75,61.75,35,11,21
1582,60.75,60.75,35,11,21
1583,59.75,59.75,35,11,21
1584,58.75,58.75,35,11,21
1585,57.75,57.75,35,11,21
1586,56.75,56.75,35,11,21
1587,55.75,55.75,35,11,21
1588,55.25,55.25,92.8,11,21
1589,54.98,54.98,300,11,21
1590,54.75,54.75,35,11,21
1591,54.25,54.25,69.6,11,21
1592,53.75,53.75,35,11,21
1593,53.5,53.5,35,11,21
1594,53.25,53.25,104.6,11,21
1595,53,53,35,11,21
1596,52.75,52.75,35,11,21
1597,52.25,52.25,69.6,11,21
1598,51.37,51.37,1.4,11,21
1599,51.25,51.25,69.6,11,21
1600,50.25,50.25,92.8,11,21
1601,50,50,20.8,11,21
1602,49.01,49.01,27.6,11,21
1603,45,45,10.5,11,21
1604,43.85,43.85,2.6,11,21
1605,42.4,42.4,20,11,21
1606,40,40,1.7,11,21
1607,39.6,39.6,6.6,11,21
1608,39.4,39.4,20,11,21
1609,39,39,0.7,11,21
1610,37.4,37.4,10,11,21
1611,35,35,53.1,11,21
1612,33.25,33.25,37.4,11,21
1613,30,30,183.5,11,21
1614,28.85,28.85,2.6,11,21
1615,28,28,37.3,11,21
1616,25,25,190.5,11,21
1617,23.5,23.5,190,11,21
1618,22.75,22.75,37.3,11,21
1619,22,22,50,11,21
1620,20.13,20.13,52,11,21
1621,20.1,20.1,190,11,21
1622,20,20,92.3,11,21
1623,18,18,1.6,11,21
1624,17.13,17.13,52,11,21
1625,17,17,90,11,21
1626,16,16,138,11,21
1627,15.13,15.13,52,11,21
1628,15,15,72,11,21
1629,14,14,138,11,21
1630,13.85,13.85,20.8,11,21
1631,12,12,138,11,21
1632,10,10,242.2,11,21
1633,9.5,9.5,200,11,21
1634,9,9,138,11,21
1635,5,5,98.2,11,21
1636,2,2,10,11,21
1637,1.5,1.5,3.4,11,21
1638,1,1,116.5,11,21
1639,0.5,0.5,156.4,11,21
1640,0.4,0.4,50.2,11,21
1641,0.1,0.1,67.8,11,21
1642,0,0,11052.8,11,21
1643,180.3,180.3,18547,11,22
1644,180,180,20,11,22
1645,150,150,11.1,11,22
1646,140,140,14.8,11,22
1647,133.7,133.7,176.2,11,22
1648,130,130,6.7,11,22
1649,128.08,128.08,183.4,11,22
1650,120,120,292.2,11,22
1651,115.44,115.44,50,11,22
1652,114.83,114.83,15.7,11,22
1653,110.44,110.44,40,11,22
1654,110,110,366.2,11,22
1655,105.44,105.44,30,11,22
1656,100.44,100.44,20,11,22
1657,100,100,23.3,11,22
1658,95.44,95.44,10,11,22
1659,95,95,122.8,11,22
1660,90,90,720.1,11,22
1661,88.94,88.94,0.2,11,22
1662,80,80,0.5,11,22
1663,75,75,15.9,11,22
1664,70,70,21.6,11,22
1665,68.9,68.9,4.2,11,22
1666,64.99,64.99,200,11,22
1667,60.7,60.7,0.5,11,22
1668,58.44,58.44,35,11,22
1669,57.44,57.44,34.9,11,22
1670,56.44,56.44,34.9,11,22
1671,56,56,81.9,11,22
1672,55.44,55.44,35,11,22
1673,55,55,61.4,11,22
1674,54.98,54.98,300,11,22
1675,54.44,54.44,35,11,22
1676,54,54,61.4,11,22
1677,53.44,53.44,35,11,22
1678,53,53,61.4,11,22
1679,52.98,52.98,1.3,11,22
1680,52.44,52.44,35,11,22
1681,52,52,61.4,11,22
1682,51.44,51.44,35,11,22
1683,51,51,81.9,11,22
1684,50.44,50.44,35,11,22
1685,50,50,19.5,11,22
1686,49.44,49.44,35,11,22
1687,49.01,49.01,23.5,11,22
1688,48.44,48.44,35,11,22
1689,48.19,48.19,35,11,22
1690,47.94,47.94,35,11,22
1691,47.69,47.69,35,11,22
1692,47.44,47.44,35,11,22
1693,45,45,9.4,11,22
1694,43.85,43.85,2.8,11,22
1695,42.4,42.4,20,11,22
1696,40,40,1.7,11,22
1697,39.4,39.4,20,11,22
1698,39,39,0.7,11,22
1699,37.51,37.51,6.5,11,22
1700,37.4,37.4,10,11,22
1701,35,35,52.8,11,22
1702,30,30,202.7,11,22
1703,28.85,28.85,2.8,11,22
1704,27.94,27.94,37.2,11,22
1705,25,25,190.5,11,22
1706,23.5,23.5,190,11,22
1707,23,23,50,11,22
1708,22.69,22.69,37.2,11,22
1709,20.13,20.13,52,11,22
1710,20.1,20.1,190,11,22
1711,20,20,92.2,11,22
1712,19,19,7.9,11,22
1713,18,18,1.5,11,22
1714,17.44,17.44,37.2,11,22
1715,17.13,17.13,52,11,22
1716,17,17,90,11,22
1717,16,16,138,11,22
1718,15.13,15.13,52,11,22
1719,15,15,72,11,22
1720,14,14,138,11,22
1721,13.85,13.85,17,11,22
1722,12,12,138,11,22
1723,10,10,242.8,11,22
1724,9.5,9.5,200,11,22
1725,9,9,138,11,22
1726,5,5,98.1,11,22
1727,2,2,10,11,22
1728,1.5,1.5,3.5,11,22
1729,1,1,61.1,11,22
1730,0.5,0.5,158.2,11,22
1731,0.1,0.1,69.5,11,22
1732,0.01,0.01,53,11,22
1733,0,0,11136.5,11,22
1734,180.3,180.3,16902.7,11,23
1735,180,180,17.8,11,23
1736,150,150,10,11,23
1737,140,140,15.2,11,23
1738,130,130,6.4,11,23
1739,128.08,128.08,146.1,11,23
1740,120,120,290.4,11,23
1741,110,110,328.4,11,23
1742,107.11,107.11,13.8,11,23
1743,106.09,106.09,289.7,11,23
1744,105.09,105.09,50,11,23
1745,100.09,100.09,40,11,23
1746,100,100,13.9,11,23
1747,95.09,95.09,29.9,11,23
1748,95,95,93,11,23
1749,90.09,90.09,20,11,23
1750,90,90,696.8,11,23
1751,85.74,85.74,0.2,11,23
1752,85.09,85.09,9.9,11,23
1753,80,80,11.1,11,23
1754,75,75,15.7,11,23
1755,70,70,36.4,11,23
1756,64.99,64.99,200,11,23
1757,58.09,58.09,29.9,11,23
