"I","PI0","PI1","QI","LI","TI"
916,123.04,123.04,139.3,11,13
917,120.03,120.03,885.1,11,13
918,120,120,99.2,11,13
919,116.13,116.13,128.7,11,13
920,110,110,190.6,11,13
921,100,100,487.9,11,13
922,99.23,99.23,26.9,11,13
923,95,95,5.9,11,13
924,90,90,824.9,11,13
925,89.99,89.99,200,11,13
926,84.98,84.98,300,11,13
927,80,80,281.2,11,13
928,79.64,79.64,0.2,11,13
929,75,75,0.2,11,13
930,70,70,166.4,11,13
931,65,65,1.7,11,13
932,60,60,89.6,11,13
933,59.26,59.26,0.9,11,13
934,50,50,1.8,11,13
935,49.9,49.9,35.4,11,13
936,49,49,8.7,11,13
937,47,47,8.2,11,13
938,46,46,50,11,13
939,45,45,9.2,11,13
940,44.5,44.5,109.4,11,13
941,42,42,99.9,11,13
942,41.5,41.5,82,11,13
943,41.4,41.4,20,11,13
944,40.6,40.6,1.9,11,13
945,40,40,59.9,11,13
946,39,39,50,11,13
947,38.4,38.4,20,11,13
948,37,37,8.1,11,13
949,36.5,36.5,82,11,13
950,36.4,36.4,10,11,13
951,34,34,6.8,11,13
952,32.5,32.5,82,11,13
953,30,30,148.8,11,13
954,29.5,29.5,82,11,13
955,28,28,90,11,13
956,27,27,1.6,11,13
957,26.5,26.5,109.4,11,13
958,25.13,25.13,52,11,13
959,25,25,6.4,11,13
960,24,24,16.4,11,13
961,22,22,90,11,13
962,20.13,20.13,52,11,13
963,18.4,18.4,138,11,13
964,16.2,16.2,138,11,13
965,15.9,15.9,190,11,13
966,15.13,15.13,52,11,13
967,15.1,15.1,138,11,13
968,15,15,92,11,13
969,12.3,12.3,138,11,13
970,11.9,11.9,190,11,13
971,10.9,10.9,78,11,13
972,10,10,14.4,11,13
973,9.9,9.9,72,11,13
974,9,9,131.7,11,13
975,8.9,8.9,190,11,13
976,8.8,8.8,138,11,13
977,8,8,90,11,13
978,5,5,17.8,11,13
979,2,2,10,11,13
980,1,1,54.8,11,13
981,0.5,0.5,264.1,11,13
982,0.4,0.4,20.1,11,13
983,0.2,0.2,1.8,11,13
984,0.1,0.1,54.1,11,13
985,0,0,10656.5,11,13
986,180.3,180.3,18099.8,11,14
987,180,180,21.4,11,14
988,150,150,12.4,11,14
989,140,140,13,11,14
990,130,130,8.3,11,14
991,123.04,123.04,139.3,11,14
992,120,120,88.1,11,14
993,116.13,116.13,127.5,11,14
994,110,110,166.9,11,14
995,100,100,456.8,11,14
996,99.25,99.25,905.1,11,14
997,97.6,97.6,21.5,11,14
998,90,90,765.2,11,14
999,89.99,89.99,200,11,14
1000,84.98,84.98,300,11,14
1001,80,80,226.7,11,14
1002,76.33,76.33,0.2,11,14
1003,75,75,0.2,11,14
1004,70,70,143.8,11,14
1005,65,65,1.7,11,14
1006,60,60,89.6,11,14
1007,58.75,58.75,0.9,11,14
1008,50,50,1.4,11,14
1009,49.9,49.9,28.4,11,14
1010,49,49,6.9,11,14
1011,46.75,46.75,6.5,11,14
1012,45,45,8.5,11,14
1013,41.4,41.4,20,11,14
1014,41.24,41.24,76.9,11,14
1015,41,41,50,11,14
1016,40.03,40.03,1.6,11,14
1017,40,40,152.1,11,14
1018,39,39,0.6,11,14
1019,38.4,38.4,20,11,14
1020,37,37,80.3,11,14
1021,36.4,36.4,10,11,14
1022,34,34,50,11,14
1023,32,32,79.7,11,14
1024,30,30,147.7,11,14
1025,28,28,163.5,11,14
1026,27,27,1.5,11,14
1027,25.13,25.13,52,11,14
1028,25,25,78.7,11,14
1029,24,24,13.9,11,14
1030,22,22,188.1,11,14
1031,20.13,20.13,52,11,14
1032,18.4,18.4,138,11,14
1033,16.2,16.2,138,11,14
1034,15.9,15.9,190,11,14
1035,15.13,15.13,52,11,14
1036,15.1,15.1,138,11,14
1037,15,15,92,11,14
1038,12.3,12.3,138,11,14
1039,11.9,11.9,190,11,14
1040,10.9,10.9,78,11,14
1041,10,10,15.2,11,14
1042,9.9,9.9,72,11,14
1043,9,9,301.3,11,14
1044,8.9,8.9,201.6,11,14
1045,8.8,8.8,138,11,14
1046,8,8,90,11,14
1047,5,5,8.6,11,14
1048,2,2,10,11,14
1049,1,1,49.1,11,14
1050,0.5,0.5,94.2,11,14
1051,0.2,0.2,2.9,11,14
1052,0.1,0.1,56.6,11,14
1053,0,0,10495.5,11,14
1054,180.3,180.3,17750,11,15
1055,180,180,20.4,11,15
1056,150,150,12,11,15
1057,140,140,13.1,11,15
1058,130,130,7.7,11,15
1059,123.04,123.04,146.1,11,15
1060,120,120,83.3,11,15
1061,116.13,116.13,88.9,11,15
1062,110,110,30.7,11,15
1063,100,100,448.3,11,15
1064,97,97,859.1,11,15
1065,96.07,96.07,20.2,11,15
1066,90,90,746.3,11,15
1067,89.99,89.99,200,11,15
1068,84.98,84.98,300,11,15
1069,80,80,198.4,11,15
1070,75,75,0.2,11,15
1071,73.6,73.6,0.1,11,15
1072,70,70,8.8,11,15
1073,67,67,122,11,15
1074,65,65,1.7,11,15
1075,62,62,82,11,15
1076,60,60,89.6,11,15
1077,56.55,56.55,0.8,11,15
1078,50,50,1.3,11,15
1079,49.9,49.9,25.3,11,15
1080,49,49,6.2,11,15
1081,45,45,8.8,11,15
1082,42.33,42.33,7.1,11,15
1083,42,42,50,11,15
1084,41.4,41.4,20,11,15
1085,40.07,40.07,31.9,11,15
1086,40,40,63,11,15
1087,39,39,0.6,11,15
1088,38.4,38.4,20,11,15
1089,38.17,38.17,1.4,11,15
1090,37,37,6.1,11,15
1091,36.5,36.5,90.5,11,15
1092,36.4,36.4,10,11,15
1093,35,35,30,11,15
1094,33.5,33.5,67.9,11,15
1095,33,33,50,11,15
1096,32,32,6,11,15
1097,30,30,146.9,11,15
1098,28.5,28.5,67.9,11,15
1099,28,28,90,11,15
1100,27,27,1.4,11,15
1101,25.13,25.13,52,11,15
1102,25,25,5.4,11,15
1103,24.5,24.5,67.9,11,15
1104,24,24,12.7,11,15
1105,22,22,90,11,15
1106,21.5,21.5,67.9,11,15
1107,20.13,20.13,52,11,15
1108,18.5,18.5,90.5,11,15
1109,18.4,18.4,138,11,15
1110,16.2,16.2,138,11,15
1111,15.9,15.9,190,11,15
1112,15.13,15.13,52,11,15
1113,15.1,15.1,138,11,15
1114,15,15,92,11,15
1115,12.3,12.3,138,11,15
1116,11.9,11.9,190,11,15
1117,10.9,10.9,78,11,15
1118,10,10,15.4,11,15
1119,9.9,9.9,72,11,15
1120,9,9,295,11,15
1121,8.9,8.9,200.6,11,15
1122,8.8,8.8,138,11,15
1123,8,8,90,11,15
1124,5,5,13.3,11,15
1125,2,2,10,11,15
1126,1,1,45.3,11,15
1127,0.5,0.5,95.5,11,15
1128,0.2,0.2,3.4,11,15
1129,0.1,0.1,57.9,11,15
1130,0,0,10464.2,11,15
1131,180.3,180.3,17081.9,11,16
1132,180,180,19.9,11,16
1133,150,150,12.5,11,16
1134,140,140,12.8,11,16
1135,130,130,7.6,11,16
1136,123.05,123.05,153,11,16
1137,120,120,54.2,11,16
1138,116.13,116.13,88.2,11,16
1139,110,110,30.7,11,16
1140,100,100,444.6,11,16
1141,92.7,92.7,19.2,11,16
1142,90,90,724.7,11,16
1143,89.99,89.99,200,11,16
1144,89.12,89.12,864.7,11,16
1145,84.98,84.98,300,11,16
1146,80,80,196.3,11,16
1147,75,75,0.2,11,16
1148,71.36,71.36,0.1,11,16
1149,70,70,8.4,11,16
1150,67,67,121.5,11,16
1151,65,65,1.7,11,16
1152,62,62,71.5,11,16
1153,60,60,89.6,11,16
1154,55.45,55.45,0.8,11,16
1155,50,50,8.6,11,16
1156,49.9,49.9,24.8,11,16
1157,47,47,5.5,11,16
1158,45,45,8,11,16
1159,41.4,41.4,20,11,16
1160,40,40,60.9,11,16
1161,38.4,38.4,20,11,16
1162,38.07,38.07,32.9,11,16
1163,37.5,37.5,89.1,11,16
1164,36.78,36.78,1.3,11,16
1165,36.4,36.4,10,11,16
1166,35,35,45.4,11,16
1167,34,34,50,11,16
1168,32.5,32.5,66.8,11,16
1169,32,32,5.7,11,16
1170,31,31,0.6,11,16
1171,30,30,122.4,11,16
1172,29,29,50,11,16
1173,28.5,28.5,66.8,11,16
1174,28,28,94,11,16
1175,26,26,1.4,11,16
1176,25.5,25.5,66.8,11,16
1177,25.13,25.13,52,11,16
1178,25,25,4.5,11,16
1179,24,24,0.9,11,16
1180,22,22,103.4,11,16
1181,20.5,20.5,66.8,11,16
1182,20.13,20.13,52,11,16
1183,18.4,18.4,138,11,16
1184,17.5,17.5,89.1,11,16
1185,16.2,16.2,138,11,16
1186,15.9,15.9,190,11,16
1187,15.13,15.13,52,11,16
1188,15.1,15.1,138,11,16
1189,15,15,92,11,16
1190,12.3,12.3,138,11,16
1191,11.9,11.9,190,11,16
1192,10.9,10.9,78,11,16
1193,10,10,15.3,11,16
1194,9.9,9.9,72,11,16
1195,9,9,296,11,16
1196,8.9,8.9,200.5,11,16
1197,8.8,8.8,138,11,16
1198,8,8,90,11,16
1199,5,5,8.2,11,16
1200,2,2,10,11,16
1201,1,1,44.5,11,16
1202,0.5,0.5,95.9,11,16
1203,0.2,0.2,4,11,16
1204,0.1,0.1,58.2,11,16
1205,0,0,10451.1,11,16
1206,180.3,180.3,16918.9,11,17
1207,180,180,20.1,11,17
1208,150,150,12.4,11,17
1209,140,140,12.3,11,17
1210,130,130,7.8,11,17
1211,123.05,123.05,153,11,17
1212,120,120,53.3,11,17
1213,116.13,116.13,87.4,11,17
1214,110,110,30.7,11,17
1215,100,100,445.3,11,17
1216,92.48,92.48,19.2,11,17
1217,90,90,699.6,11,17
1218,89.99,89.99,200,11,17
1219,89.12,89.12,861.3,11,17
1220,84.98,84.98,300,11,17
1221,81,81,71.4,11,17
1222,80,80,201.7,11,17
1223,75,75,0.2,11,17
1224,71.78,71.78,0.1,11,17
1225,70,70,7.8,11,17
1226,67,67,124,11,17
1227,65,65,1.7,11,17
1228,62,62,74,11,17
1229,60,60,89.9,11,17
1230,55.21,55.21,0.8,11,17
1231,50,50,8.5,11,17
1232,49.9,49.9,25.6,11,17
1233,47,47,5.5,11,17
1234,45,45,8,11,17
1235,41.4,41.4,20,11,17
1236,40,40,153.1,11,17
1237,38.88,38.88,39.9,11,17
1238,38.4,38.4,20,11,17
1239,36.4,36.4,10,11,17
1240,35.93,35.93,1.4,11,17
1241,35,35,114.1,11,17
1242,32,32,105.5,11,17
1243,31,31,68,11,17
1244,30,30,71.5,11,17
1245,28,28,161.9,11,17
1246,26,26,1.3,11,17
1247,25.13,25.13,52,11,17
1248,25,25,4.6,11,17
1249,24,24,0.9,11,17
1250,23,23,68,11,17
1251,22,22,103.5,11,17
1252,20.13,20.13,52,11,17
1253,20,20,90.7,11,17
1254,18.4,18.4,138,11,17
1255,16.2,16.2,138,11,17
1256,15.9,15.9,190,11,17
1257,15.13,15.13,52,11,17
1258,15.1,15.1,138,11,17
1259,15,15,92,11,17
1260,12.3,12.3,138,11,17
1261,11.9,11.9,190,11,17
1262,10.9,10.9,78,11,17
1263,10,10,15.2,11,17
1264,9.9,9.9,72,11,17
1265,9,9,154.1,11,17
1266,8.9,8.9,193.4,11,17
1267,8.8,8.8,138,11,17
1268,8.1,8.1,71.4,11,17
1269,8,8,90,11,17
1270,5,5,8.3,11,17
1271,2,2,10,11,17
1272,1,1,45.4,11,17
1273,0.5,0.5,95.8,11,17
1274,0.2,0.2,4.4,11,17
1275,0.1,0.1,58.2,11,17
1276,0,0,10451.2,11,17
1277,180.3,180.3,17408.7,11,18
1278,180,180,20.5,11,18
1279,150,150,12.5,11,18
1280,140,140,12.8,11,18
1281,130,130,7.9,11,18
1282,123.05,123.05,132.6,11,18
1283,120,120,52.7,11,18
1284,117.49,117.49,20.4,11,18
1285,116.13,116.13,84.9,11,18
1286,110,110,30.3,11,18
1287,105,105,1,11,18
1288,100.81,100.81,892.8,11,18
1289,100.24,100.24,20.2,11,18
1290,100,100,453.6,11,18
1291,95,95,4.7,11,18
1292,90,90,708,11,18
1293,89.99,89.99,200,11,18
1294,86.63,86.63,0.1,11,18
1295,84.98,84.98,300,11,18
1296,81,81,73.8,11,18
1297,80,80,209.3,11,18
1298,76,76,126,11,18
1299,75,75,0.2,11,18
1300,71,71,56,11,18
1301,70,70,7.6,11,18
1302,65,65,1.7,11,18
1303,60,60,89.9,11,18
1304,55.85,55.85,0.8,11,18
1305,50,50,7.3,11,18
1306,49.9,49.9,27.4,11,18
1307,46.4,46.4,91.2,11,18
1308,45,45,8.3,11,18
1309,44,44,5.6,11,18
1310,41.4,41.4,117.3,11,18
1311,40,40,63.5,11,18
1312,38.4,38.4,20,11,18
1313,38,38,5.9,11,18
1314,37.4,37.4,68.4,11,18
1315,37.37,37.37,1.4,11,18
1316,36.4,36.4,10,11,18
1317,35,35,60,11,18
1318,34.4,34.4,68.4,11,18
1319,32,32,9.7,11,18
1320,30,30,66.1,11,18
1321,29.4,29.4,68.4,11,18
1322,29,29,0.7,11,18
1323,28,28,90.9,11,18
1324,26.4,26.4,91.2,11,18
1325,25.13,25.13,52,11,18
1326,25,25,4.3,11,18
1327,22,22,90,11,18
1328,20.13,20.13,52,11,18
1329,19,19,14.2,11,18
1330,18.4,18.4,138,11,18
1331,18,18,50,11,18
1332,16.2,16.2,138,11,18
1333,15.9,15.9,190,11,18
1334,15.13,15.13,52,11,18
1335,15.1,15.1,138,11,18
1336,15,15,92,11,18
1337,12.3,12.3,138,11,18
1338,11.9,11.9,190,11,18
1339,10.9,10.9,78,11,18
1340,10,10,15.2,11,18
1341,9.9,9.9,72,11,18
1342,9,9,154.2,11,18
1343,8.9,8.9,193.3,11,18
1344,8.8,8.8,138,11,18
1345,8.1,8.1,73.8,11,18
1346,8,8,90,11,18
1347,5,5,68.5,11,18
1348,2,2,10,11,18
1349,1,1,45.6,11,18
1350,0.5,0.5,95.3,11,18
1351,0.2,0.2,3.7,11,18
1352,0.1,0.1,57.7,11,18
1353,0,0,10466.9,11,18
1354,180.3,180.3,18218.4,11,19
1355,180,180,21.9,11,19
1356,150,150,13,11,19
1357,140,140,13.8,11,19
1358,130,130,7.5,11,19
1359,123.05,123.05,132.6,11,19
1360,120,120,55.9,11,19
1361,118.58,118.58,860.7,11,19
1362,117.49,117.49,20.4,11,19
1363,116.13,116.13,83.5,11,19
1364,110,110,188.8,11,19
1365,109.02,109.02,20.5,11,19
1366,100,100,278.9,11,19
1367,99,99,76.7,11,19
1368,95,95,4.7,11,19
1369,91.7,91.7,0.2,11,19
1370,90,90,781.1,11,19
1371,89.99,89.99,200,11,19
1372,89.1,89.1,76.7,11,19
1373,85,85,123.5,11,19
1374,84.98,84.98,300,11,19
1375,80,80,100.6,11,19
1376,75,75,23.7,11,19
1377,70,70,7.5,11,19
1378,65,65,1.7,11,19
1379,60,60,89.9,11,19
1380,59.01,59.01,0.7,11,19
1381,50,50,5.3,11,19
1382,49.9,49.9,27.8,11,19
1383,49.22,49.22,2.9,11,19
1384,45,45,13.3,11,19
1385,41.4,41.4,20,11,19
1386,40,40,167.1,11,19
1387,39.78,39.78,1.3,11,19
1388,39,39,70.7,11,19
1389,38.4,38.4,20,11,19
1390,38,38,127,11,19
1391,36.4,36.4,10,11,19
1392,36,36,70.7,11,19
1393,35,35,80,11,19
1394,34,34,70.7,11,19
1395,33,33,4.9,11,19
1396,32,32,75.1,11,19
1397,30,30,157.9,11,19
1398,28,28,91,11,19
1399,25.13,25.13,52,11,19
1400,25,25,54,11,19
1401,22,22,90,11,19
1402,20.13,20.13,52,11,19
1403,20,20,15.6,11,19
1404,18.4,18.4,138,11,19
1405,16.2,16.2,138,11,19
1406,15.9,15.9,190,11,19
1407,15.13,15.13,52,11,19
1408,15.1,15.1,138,11,19
1409,15,15,92,11,19
1410,12.3,12.3,138,11,19
1411,11.9,11.9,190,11,19
1412,10.9,10.9,78,11,19
1413,10,10,15.2,11,19
1414,9.9,9.9,72,11,19
1415,9,9,152.6,11,19
1416,8.91,8.91,76.7,11,19
1417,8.9,8.9,190,11,19
1418,8.8,8.8,138,11,19
1419,8,8,90,11,19
1420,7,7,50,11,19
1421,5,5,18.7,11,19
1422,2,2,10,11,19
1423,1,1,47.1,11,19
1424,0.5,0.5,95.3,11,19
1425,0.2,0.2,2.8,11,19
1426,0.1,0.1,57.6,11,19
1427,0,0,10768.5,11,19
1428,180.3,180.3,19098.5,11,20
1429,180,180,22.1,11,20
1430,150,150,12.9,11,20
1431,149,149,543.2,11,20
1432,140,140,14.7,11,20
1433,130,130,8,11,20
1434,123.04,123.04,29.6,11,20
1435,120,120,57.1,11,20
1436,116.13,116.13,83.8,11,20
1437,113.92,113.92,20.5,11,20
1438,110,110,449.4,11,20
1439,100,100,23.5,11,20
1440,95,95,150.1,11,20
1441,94.6,94.6,0.2,11,20
1442,90,90,637.1,11,20
1443,89.99,89.99,200,11,20
1444,85,85,7,11,20
1445,84.98,84.98,300,11,20
1446,80,80,0.1,11,20
1447,78.54,78.54,50,11,20
1448,75,75,85.2,11,20
1449,70,70,7.6,11,20
1450,65,65,2,11,20
1451,62,62,0.5,11,20
1452,60,60,89.9,11,20
1453,59,59,0.7,11,20
1454,50.54,50.54,143.5,11,20
1455,50,50,4.4,11,20
1456,49.9,49.9,27.6,11,20
1457,49,49,120,11,20
1458,48,48,145.9,11,20
1459,46,46,78.6,11,20
1460,45,45,12.7,11,20
1461,44,44,76.6,11,20
1462,42.34,42.34,1.3,11,20
1463,42,42,71.9,11,20
1464,41.4,41.4,20,11,20
1465,40.54,40.54,143.5,11,20
1466,40,40,172.9,11,20
1467,38.4,38.4,20,11,20
1468,38,38,97,11,20
1469,36.4,36.4,10,11,20
1470,35,35,100,11,20
1471,33,33,4.8,11,20
1472,32,32,50,11,20
1473,30,30,62,11,20
1474,28,28,90,11,20
1475,25.13,25.13,52,11,20
1476,25,25,3.9,11,20
1477,24,24,50,11,20
1478,22,22,90,11,20
1479,20.13,20.13,52,11,20
1480,20,20,17.5,11,20
1481,18.4,18.4,138,11,20
1482,16.2,16.2,138,11,20
1483,15.9,15.9,190,11,20
1484,15.13,15.13,52,11,20
1485,15.1,15.1,138,11,20
1486,15,15,92,11,20
1487,12.3,12.3,138,11,20
1488,11.9,11.9,190,11,20
1489,11,11,227.4,11,20
1490,10.9,10.9,78,11,20
1491,10,10,15.4,11,20
1492,9.9,9.9,72,11,20
1493,9,9,58.4,11,20
1494,8.9,8.9,190,11,20
1495,8.8,8.8,138,11,20
1496,8,8,90,11,20
1497,5,5,13.7,11,20
1498,2,2,10,11,20
1499,1,1,47.9,11,20
1500,0.5,0.5,94.5,11,20
1501,0.2,0.2,1.9,11,20
1502,0.1,0.1,56.8,11,20
1503,0,0,10941.6,11,20
1504,180.3,180.3,18445.2,11,21
1505,180,180,20.7,11,21
1506,150,150,12.4,11,21
1507,149,149,443.8,11,21
1508,140,140,15.1,11,21
1509,130,130,7.8,11,21
1510,123.04,123.04,26.3,11,21
1511,120,120,56.4,11,21
1512,116.13,116.13,82.6,11,21
1513,114.36,114.36,18.9,11,21
1514,110,110,443.1,11,21
1515,100,100,22.7,11,21
1516,95,95,138.1,11,21
1517,94.34,94.34,0.2,11,21
1518,90,90,634.5,11,21
1519,89.99,89.99,200,11,21
1520,85,85,8,11,21
1521,84.98,84.98,300,11,21
1522,80,80,0.1,11,21
1523,75,75,60.2,11,21
1524,70,70,7.5,11,21
1525,65,65,2,11,21
1526,62.24,62.24,0.5,11,21
1527,60,60,89.9,11,21
1528,59,59,0.7,11,21
1529,50,50,4.1,11,21
1530,49.9,49.9,25.8,11,21
1531,48.74,48.74,225,11,21
1532,48,48,6.6,11,21
1533,46,46,95.8,11,21
1534,45,45,10.5,11,21
1535,44.16,44.16,1.4,11,21
1536,44,44,68.4,11,21
1537,43,43,1.6,11,21
1538,42,42,68.4,11,21
1539,41.4,41.4,20,11,21
1540,40,40,167.1,11,21
1541,38.74,38.74,225,11,21
1542,38.4,38.4,20,11,21
1543,38,38,68.4,11,21
1544,36.4,36.4,10,11,21
1545,36,36,91.2,11,21
1546,35,35,110,11,21
1547,33,33,4.5,11,21
1548,30,30,64.2,11,21
1549,28,28,90,11,21
1550,25.13,25.13,52,11,21
1551,25,25,4,11,21
1552,22,22,140,11,21
1553,20.13,20.13,52,11,21
1554,20,20,16.6,11,21
1555,18.4,18.4,138,11,21
1556,16.2,16.2,138,11,21
1557,15.9,15.9,190,11,21
1558,15.13,15.13,52,11,21
1559,15.1,15.1,138,11,21
1560,15,15,92,11,21
1561,12.3,12.3,138,11,21
1562,11.9,11.9,190,11,21
1563,11,11,216.3,11,21
1564,10.9,10.9,78,11,21
1565,10,10,15.6,11,21
1566,9.9,9.9,72,11,21
1567,8.9,8.9,190,11,21
1568,8.8,8.8,138,11,21
1569,8,8,90,11,21
1570,5,5,13.3,11,21
1571,2,2,10,11,21
1572,1,1,95.7,11,21
1573,0.5,0.5,153.1,11,21
1574,0.2,0.2,2.1,11,21
1575,0.1,0.1,57.5,11,21
1576,0,0,10951.6,11,21
1577,180.3,180.3,18386.7,11,22
1578,180,180,18.4,11,22
1579,160,160,414,11,22
1580,150,150,11,11,22
1581,140,140,15.8,11,22
1582,130,130,6.6,11,22
1583,123.05,123.05,162.4,11,22
1584,120,120,55.2,11,22
1585,117.49,117.49,41.6,11,22
1586,116.13,116.13,79.5,11,22
1587,114.83,114.83,15.4,11,22
1588,110,110,432,11,22
1589,100,100,20.9,11,22
1590,95,95,113.1,11,22
1591,93.94,93.94,0.2,11,22
1592,90,90,577,11,22
1593,89.99,89.99,200,11,22
1594,85,85,7,11,22
1595,84.98,84.98,300,11,22
1596,80,80,0.1,11,22
1597,75,75,15.2,11,22
1598,70,70,6.7,11,22
1599,65,65,2,11,22
1600,60.7,60.7,0.5,11,22
1601,60,60,89.9,11,22
1602,50,50,3.6,11,22
1603,49.9,49.9,21.6,11,22
1604,49,49,0.7,11,22
1605,48,48,6.5,11,22
1606,46.5,46.5,80,11,22
1607,46,46,4.5,11,22
1608,45.55,45.55,1.2,11,22
1609,45,45,5.3,11,22
1610,44.5,44.5,60,11,22
1611,43,43,3.2,11,22
1612,42.5,42.5,60,11,22
1613,42.14,42.14,225,11,22
1614,42,42,1.6,11,22
1615,41.4,41.4,20,11,22
1616,40.5,40.5,60,11,22
1617,40,40,93.6,11,22
1618,38.5,38.5,60,11,22
1619,38.4,38.4,20,11,22
1620,36.5,36.5,80,11,22
1621,36.4,36.4,10,11,22
1622,35,35,130,11,22
1623,32.14,32.14,224.9,11,22
1624,31,31,3.2,11,22
1625,30,30,66.7,11,22
1626,28,28,90,11,22
1627,25.13,25.13,52,11,22
1628,25,25,3.6,11,22
1629,23,23,50,11,22
1630,22,22,90,11,22
1631,20.13,20.13,52,11,22
1632,18.4,18.4,138,11,22
1633,18,18,15.5,11,22
1634,16.2,16.2,138,11,22
1635,15.9,15.9,190,11,22
1636,15.13,15.13,52,11,22
1637,15.1,15.1,138,11,22
1638,15,15,92,11,22
1639,12.3,12.3,138,11,22
1640,11.9,11.9,190,11,22
1641,11,11,192.5,11,22
1642,10.9,10.9,78,11,22
1643,10,10,16.2,11,22
1644,9.9,9.9,72,11,22
1645,8.9,8.9,190,11,22
1646,8.8,8.8,138,11,22
1647,8,8,90,11,22
1648,5,5,13.7,11,22
1649,2,2,10,11,22
1650,1,1,40.1,11,22
1651,0.5,0.5,155.1,11,22
1652,0.2,0.2,2.4,11,22
1653,0.1,0.1,59.4,11,22
1654,0.01,0.01,53,11,22
1655,0,0,10916.2,11,22
1656,180.3,180.3,17450.4,11,23
1657,180,180,16.5,11,23
1658,150,150,9.9,11,23
1659,140,140,16.3,11,23
1660,130,130,6.3,11,23
1661,123.05,123.05,132.6,11,23
1662,120,120,52.2,11,23
1663,117.84,117.84,701.7,11,23
1664,117.49,117.49,20.4,11,23
1665,116.13,116.13,73.9,11,23
1666,110,110,418.5,11,23
1667,107.11,107.11,13.2,11,23
1668,100,100,19.5,11,23
1669,99,99,84.3,11,23
1670,95,95,93.7,11,23
1671,90.74,90.74,0.1,11,23
1672,90,90,561.6,11,23
1673,89.99,89.99,200,11,23
1674,85,85,8,11,23
1675,84.98,84.98,300,11,23
1676,80,80,4,11,23
1677,75,75,22.2,11,23
1678,70,70,7,11,23
1679,65,65,2,11,23
1680,60,60,89.6,11,23
1681,58.51,58.51,49.9,11,23
1682,56.39,56.39,0.3,11,23
1683,50,50,2.6,11,23
1684,49.9,49.9,19.6,11,23
1685,45,45,4.6,11,23
1686,44,44,6.6,11,23
1687,43.29,43.29,1.1,11,23
1688,43,43,4,11,23
1689,41.4,41.4,20,11,23
1690,40.5,40.5,68.5,11,23
1691,40,40,90,11,23
1692,39,39,0.6,11,23
1693,38.5,38.5,51.3,11,23
1694,38.4,38.4,20,11,23
1695,38,38,1.6,11,23
1696,36.5,36.5,51.3,11,23
1697,36.4,36.4,10,11,23
1698,36,36,1.1,11,23
1699,35,35,100,11,23
1700,34.5,34.5,51.3,11,23
1701,32.5,32.5,51.3,11,23
1702,31,31,3.9,11,23
1703,30.51,30.51,67,11,23
1704,30.5,30.5,68.5,11,23
1705,30,30,125.9,11,23
1706,28,28,90,11,23
1707,25.13,25.13,52,11,23
1708,25,25,3.4,11,23
1709,22,22,140,11,23
1710,20.51,20.51,66.9,11,23
1711,20.13,20.13,52,11,23
1712,18.4,18.4,138,11,23
1713,18,18,12,11,23
1714,16.2,16.2,138,11,23
1715,15.9,15.9,190,11,23
1716,15.13,15.13,52,11,23
1717,15.1,15.1,138,11,23
1718,15,15,92,11,23
1719,12.3,12.3,138,11,23
1720,11.9,11.9,190,11,23
1721,10.9,10.9,78,11,23
1722,10,10,16.7,11,23
1723,9.9,9.9,156.3,11,23
1724,8.9,8.9,190,11,23
1725,8.8,8.8,138,11,23
1726,8,8,90,11,23
1727,5,5,18.7,11,23
1728,2,2,10,11,23
1729,1,1,34.3,11,23
1730,0.5,0.5,285.8,11,23
1731,0.4,0.4,12.9,11,23
1732,0.2,0.2,2.1,11,23
1733,0.1,0.1,60.4,11,23
1734,0,0,10747.5,11,23
1735,180.3,180.3,14937.5,11,24
1736,180,180,15,11,24
1737,150,150,9,11,24
1738,140,140,14.7,11,24
1739,130,130,6.4,11,24
1740,123.05,123.05,88.1,11,24
1741,120,120,47.8,11,24
1742,117.49,117.49,13.9,11,24
1743,116.13,116.13,71.6,11,24
1744,110,110,399.2,11,24
1745,100,100,18.4,11,24
1746,99,99,80.6,11,24
1747,96.55,96.55,11.9,11,24
1748,96.31,96.31,748.6,11,24
1749,90,90,624.8,11,24
1750,89.99,89.99,200,11,24
1751,85.38,85.38,0.1,11,24
1752,85,85,3.3,11,24
1753,84.98,84.98,300,11,24
1754,75,75,0.2,11,24
1755,70,70,7.3,11,24
1756,67,67,4,11,24
1757,65,65,2,11,24
1758,62,62,10,11,24
1759,60,60,89.6,11,24
1760,50.98,50.98,0.3,11,24
1761,50,50,2.1,11,24
1762,49.9,49.9,17.4,11,24
1763,49.28,49.28,50,11,24
1764,45.25,45.25,64,11,24
1765,45,45,4.3,11,24
1766,44,44,40,11,24
1767,43,43,33.9,11,24
1768,42,42,6,11,24
1769,41.4,41.4,20,11,24
1770,40.25,40.25,48,11,24
1771,40,40,82.1,11,24
1772,39.25,39.25,1,11,24
1773,39,39,34.2,11,24
1774,38.4,38.4,20,11,24
1775,37,37,30,11,24
1776,36.4,36.4,10,11,24
1777,36.25,36.25,48,11,24
1778,36,36,1.4,11,24
1779,35,35,120.5,11,24
1780,34,34,1,11,24
1781,33.25,33.25,48,11,24
1782,31,31,3.8,11,24
1783,30,30,141.8,11,24
1784,29,29,0.6,11,24
1785,28.25,28.25,48,11,24
1786,28,28,90,11,24
1787,25.25,25.25,64,11,24
1788,25.13,25.13,52,11,24
