"I","PI0","PI1","QI","LI","TI"
903,76,76,37.5,11,9
904,75,75,0.2,11,9
905,71,71,28.2,11,9
906,70.77,70.77,0.2,11,9
907,70,70,10.8,11,9
908,66,66,18.8,11,9
909,65,65,1.7,11,9
910,61,61,9.4,11,9
911,60,60,98.5,11,9
912,52.06,52.06,0.1,11,9
913,51,51,24.4,11,9
914,50,50,39.8,11,9
915,49.1,49.1,7.2,11,9
916,49,49,24.4,11,9
917,48,48,74.4,11,9
918,47.73,47.73,87.9,11,9
919,47,47,24.4,11,9
920,46,46,24.4,11,9
921,45.73,45.73,65.9,11,9
922,45,45,67,11,9
923,44.99,44.99,26.4,11,9
924,44,44,24.4,11,9
925,43.73,43.73,65.9,11,9
926,43,43,24.4,11,9
927,42.4,42.4,20,11,9
928,42,42,24.4,11,9
929,41.73,41.73,65.9,11,9
930,41,41,24.4,11,9
931,40.75,40.75,24.4,11,9
932,40.5,40.5,24.4,11,9
933,40.25,40.25,24.4,11,9
934,40,40,24.4,11,9
935,39.73,39.73,65.9,11,9
936,39.4,39.4,20,11,9
937,39,39,0.7,11,9
938,37.73,37.73,87.9,11,9
939,37.4,37.4,10,11,9
940,36,36,50,11,9
941,35,35,7.9,11,9
942,34.1,34.1,7.2,11,9
943,33.37,33.37,1.1,11,9
944,31.5,31.5,15,11,9
945,30,30,69.3,11,9
946,27.78,27.78,8.3,11,9
947,26,26,1.5,11,9
948,25,25,2.1,11,9
949,24,24,50,11,9
950,22.1,22.1,11.7,11,9
951,20.5,20.5,5.2,11,9
952,20,20,122.7,11,9
953,19.99,19.99,73,11,9
954,19.9,19.9,190,11,9
955,19.48,19.48,73,11,9
956,18.9,18.9,190,11,9
957,18,18,90,11,9
958,17.9,17.9,190,11,9
959,16.8,16.8,138,11,9
960,15.25,15.25,5.2,11,9
961,15.2,15.2,138,11,9
962,14.1,14.1,138,11,9
963,14,14,90,11,9
964,11.5,11.5,72,11,9
965,10.13,10.13,52,11,9
966,10,10,97.2,11,9
967,9,9,98.3,11,9
968,7,7,138,11,9
969,6,6,138,11,9
970,5.13,5.13,52,11,9
971,5,5,8,11,9
972,2,2,10,11,9
973,1.5,1.5,105,11,9
974,1.3,1.3,100,11,9
975,1.1,1.1,75,11,9
976,1,1,43.9,11,9
977,0.99,0.99,105,11,9
978,0.79,0.79,100,11,9
979,0.5,0.5,114.5,11,9
980,0.13,0.13,52,11,9
981,0.1,0.1,92.9,11,9
982,0,0,11314,11,9
983,180.3,180.3,15352,11,10
984,180,180,25.8,11,10
985,150,150,13.3,11,10
986,140,140,11.1,11,10
987,134.91,134.91,102,11,10
988,130,130,8.5,11,10
989,120,120,89,11,10
990,110,110,485.7,11,10
991,106.1,106.1,367.9,11,10
992,100,100,400.1,11,10
993,97.85,97.85,22.5,11,10
994,97,97,0.9,11,10
995,94,94,0.5,11,10
996,92,92,0.6,11,10
997,91,91,0.3,11,10
998,90,90,181.5,11,10
999,89.99,89.99,200,11,10
1000,84.98,84.98,300,11,10
1001,81,81,46.8,11,10
1002,80,80,781.6,11,10
1003,76,76,37.5,11,10
1004,75.77,75.77,0.2,11,10
1005,75,75,0.2,11,10
1006,71,71,28,11,10
1007,70,70,14.3,11,10
1008,66,66,18.7,11,10
1009,65,65,2,11,10
1010,61,61,9.3,11,10
1011,60,60,98.3,11,10
1012,52.06,52.06,0.1,11,10
1013,51,51,25.3,11,10
1014,50.06,50.06,99.9,11,10
1015,50,50,43.3,11,10
1016,49.1,49.1,8.5,11,10
1017,49,49,25.3,11,10
1018,48.06,48.06,74.9,11,10
1019,48,48,25.3,11,10
1020,47,47,25.3,11,10
1021,46.06,46.06,74.9,11,10
1022,46,46,25.3,11,10
1023,45,45,73.2,11,10
1024,44.99,44.99,32.5,11,10
1025,44.06,44.06,74.9,11,10
1026,44,44,25.3,11,10
1027,43,43,25.3,11,10
1028,42.4,42.4,20,11,10
1029,42.06,42.06,74.9,11,10
1030,42,42,25.3,11,10
1031,41,41,25.3,11,10
1032,40.75,40.75,25.3,11,10
1033,40.5,40.5,25.3,11,10
1034,40.25,40.25,25.3,11,10
1035,40.06,40.06,99.9,11,10
1036,40,40,25.3,11,10
1037,39.4,39.4,20,11,10
1038,39,39,0.7,11,10
1039,38,38,6.9,11,10
1040,37.4,37.4,10,11,10
1041,36.5,36.5,43,11,10
1042,35.54,35.54,1.3,11,10
1043,35,35,37.1,11,10
1044,34.1,34.1,8.4,11,10
1045,31.48,31.48,8.7,11,10
1046,30,30,90.8,11,10
1047,29,29,1.7,11,10
1048,25,25,3.4,11,10
1049,22.1,22.1,13.9,11,10
1050,22,22,50,11,10
1051,20.5,20.5,5.2,11,10
1052,20,20,83.5,11,10
1053,19.99,19.99,73,11,10
1054,19.9,19.9,190,11,10
1055,19.48,19.48,73,11,10
1056,18.9,18.9,190,11,10
1057,18,18,90,11,10
1058,17.9,17.9,190,11,10
1059,16.8,16.8,138,11,10
1060,15.25,15.25,5.2,11,10
1061,15.2,15.2,138,11,10
1062,14.1,14.1,138,11,10
1063,14,14,90,11,10
1064,11.5,11.5,72,11,10
1065,10.13,10.13,52,11,10
1066,10,10,97.2,11,10
1067,9,9,114,11,10
1068,7,7,188,11,10
1069,6,6,138,11,10
1070,5.13,5.13,52,11,10
1071,5,5,8,11,10
1072,2,2,10,11,10
1073,1.5,1.5,105,11,10
1074,1.3,1.3,100,11,10
1075,1.1,1.1,75,11,10
1076,1,1,50,11,10
1077,0.99,0.99,105,11,10
1078,0.79,0.79,100,11,10
1079,0.5,0.5,112.1,11,10
1080,0.13,0.13,52,11,10
1081,0.1,0.1,90.6,11,10
1082,0,0,11571.8,11,10
1083,180.3,180.3,15404.4,11,11
1084,180,180,28.4,11,11
1085,150,150,14,11,11
1086,140,140,11.6,11,11
1087,134.91,134.91,102,11,11
1088,130,130,9.7,11,11
1089,120,120,94.9,11,11
1090,110,110,502.1,11,11
1091,102.61,102.61,321.6,11,11
1092,100,100,418.4,11,11
1093,98.58,98.58,26.3,11,11
1094,95,95,6.8,11,11
1095,90,90,186.9,11,11
1096,89.99,89.99,200,11,11
1097,84.98,84.98,300,11,11
1098,81,81,46.6,11,11
1099,80,80,810.6,11,11
1100,76,76,37.2,11,11
1101,75.52,75.52,0.2,11,11
1102,75,75,0.2,11,11
1103,71,71,27.9,11,11
1104,70,70,15.6,11,11
1105,66,66,18.6,11,11
1106,65,65,2,11,11
1107,61,61,9.3,11,11
1108,60,60,98.1,11,11
1109,52.06,52.06,0.1,11,11
1110,51,51,25.1,11,11
1111,50,50,44.3,11,11
1112,49.1,49.1,9.2,11,11
1113,49,49,25.1,11,11
1114,48.46,48.46,108.6,11,11
1115,48,48,25.2,11,11
1116,47,47,25.2,11,11
1117,46.46,46.46,81.4,11,11
1118,46,46,25.2,11,11
1119,45,45,123.5,11,11
1120,44.99,44.99,39.3,11,11
1121,44.46,44.46,81.4,11,11
1122,44,44,25.2,11,11
1123,43,43,25.2,11,11
1124,42.46,42.46,81.4,11,11
1125,42.4,42.4,20,11,11
1126,42,42,25.2,11,11
1127,41,41,75.2,11,11
1128,40.75,40.75,25.2,11,11
1129,40.5,40.5,25.2,11,11
1130,40.46,40.46,81.4,11,11
1131,40.25,40.25,25.2,11,11
1132,40,40,25.1,11,11
1133,39.4,39.4,20,11,11
1134,39,39,0.7,11,11
1135,38.46,38.46,108.6,11,11
1136,38,38,7.6,11,11
1137,37.4,37.4,10,11,11
1138,36.67,36.67,1.5,11,11
1139,36.5,36.5,20,11,11
1140,35,35,17.4,11,11
1141,34.1,34.1,9.1,11,11
1142,31.57,31.57,8.5,11,11
1143,30,30,81.3,11,11
1144,29,29,1.8,11,11
1145,25,25,3.8,11,11
1146,22.1,22.1,15,11,11
1147,20.5,20.5,5.2,11,11
1148,20,20,82.2,11,11
1149,19.99,19.99,73,11,11
1150,19.9,19.9,190,11,11
1151,19.48,19.48,73,11,11
1152,18.9,18.9,190,11,11
1153,18,18,90,11,11
1154,17.9,17.9,190,11,11
1155,16.8,16.8,138,11,11
1156,15.25,15.25,5.2,11,11
1157,15.2,15.2,138,11,11
1158,14.1,14.1,138,11,11
1159,14,14,90,11,11
1160,11.5,11.5,72,11,11
1161,10.13,10.13,52,11,11
1162,10,10,97.2,11,11
1163,9,9,119.1,11,11
1164,7,7,138,11,11
1165,6,6,138,11,11
1166,5.13,5.13,52,11,11
1167,5,5,8,11,11
1168,2,2,10,11,11
1169,1.5,1.5,105,11,11
1170,1.3,1.3,100,11,11
1171,1.1,1.1,75,11,11
1172,1,1,54.4,11,11
1173,0.99,0.99,105,11,11
1174,0.79,0.79,100,11,11
1175,0.5,0.5,120.6,11,11
1176,0.13,0.13,52,11,11
1177,0.1,0.1,89.3,11,11
1178,0,0,11625.4,11,11
1179,180.3,180.3,15463.6,11,12
1180,180,180,26.9,11,12
1181,150,150,13.8,11,12
1182,140,140,12.3,11,12
1183,134.91,134.91,102,11,12
1184,130,130,9.6,11,12
1185,120,120,95.9,11,12
1186,110,110,224.5,11,12
1187,101.79,101.79,294.5,11,12
1188,100,100,414,11,12
1189,97.31,97.31,25.3,11,12
1190,95,95,7.2,11,12
1191,90,90,192.4,11,12
1192,89.99,89.99,200,11,12
1193,84.98,84.98,300,11,12
1194,81,81,46.6,11,12
1195,80,80,766,11,12
1196,76,76,37.3,11,12
1197,75,75,0.2,11,12
1198,72.5,72.5,153,11,12
1199,72.06,72.06,0.2,11,12
1200,71,71,28,11,12
1201,70,70,15.3,11,12
1202,67.5,67.5,121.5,11,12
1203,66,66,18.6,11,12
1204,65,65,2,11,12
1205,61,61,9.3,11,12
1206,60,60,89,11,12
1207,52.06,52.06,0.1,11,12
1208,51,51,27,11,12
1209,50,50,46.6,11,12
1210,49.85,49.85,6.5,11,12
1211,49,49,27,11,12
1212,48,48,27.1,11,12
1213,47.44,47.44,105.8,11,12
1214,47,47,27.1,11,12
1215,46,46,27.1,11,12
1216,45.44,45.44,79.3,11,12
1217,45,45,83.7,11,12
1218,44.99,44.99,41.1,11,12
1219,44,44,27.1,11,12
1220,43.44,43.44,79.3,11,12
1221,43,43,27.1,11,12
1222,42.4,42.4,20,11,12
1223,42,42,27.1,11,12
1224,41.44,41.44,79.3,11,12
1225,41,41,77.1,11,12
1226,40.75,40.75,27,11,12
1227,40.5,40.5,27,11,12
1228,40.25,40.25,27,11,12
1229,40,40,27,11,12
1230,39.44,39.44,79.3,11,12
1231,39.4,39.4,20,11,12
1232,39,39,0.7,11,12
1233,38,38,7.9,11,12
1234,37.44,37.44,105.8,11,12
1235,37.4,37.4,10,11,12
1236,36.5,36.5,20,11,12
1237,35.96,35.96,1.6,11,12
1238,35,35,32.7,11,12
1239,34.85,34.85,6.5,11,12
1240,30,30,142,11,12
1241,29,29,1.9,11,12
1242,28.03,28.03,8.7,11,12
1243,25,25,4,11,12
1244,22.85,22.85,15.9,11,12
1245,20.5,20.5,5.2,11,12
1246,20,20,8.9,11,12
1247,19.9,19.9,190,11,12
1248,19.5,19.5,73,11,12
1249,19.49,19.49,73,11,12
1250,19.48,19.48,73,11,12
1251,18.9,18.9,190,11,12
1252,18,18,90,11,12
1253,17.9,17.9,190,11,12
1254,16.8,16.8,138,11,12
1255,15.25,15.25,5.2,11,12
1256,15.2,15.2,138,11,12
1257,14.1,14.1,138,11,12
1258,14,14,90,11,12
1259,11.5,11.5,72,11,12
1260,10.13,10.13,52,11,12
1261,10,10,97.2,11,12
1262,9,9,122.2,11,12
1263,7,7,138,11,12
1264,6,6,138,11,12
1265,5.13,5.13,52,11,12
1266,5,5,8,11,12
1267,2,2,10,11,12
1268,1,1,53,11,12
1269,0.5,0.5,106,11,12
1270,0.13,0.13,52,11,12
1271,0.1,0.1,91.5,11,12
1272,0,0,11539.4,11,12
1273,180.3,180.3,15668.4,11,13
1274,180,180,26.9,11,13
1275,150,150,13.5,11,13
1276,140,140,12.4,11,13
1277,134.91,134.91,102,11,13
1278,130,130,9.6,11,13
1279,120,120,96.8,11,13
1280,110,110,226.5,11,13
1281,102.1,102.1,314.1,11,13
1282,100,100,413,11,13
1283,99.23,99.23,25.3,11,13
1284,95,95,7.2,11,13
1285,90,90,194.4,11,13
1286,89.99,89.99,200,11,13
1287,84.98,84.98,300,11,13
1288,81,81,46.6,11,13
1289,80,80,756,11,13
1290,76,76,37.3,11,13
1291,75,75,153.7,11,13
1292,74.64,74.64,0.2,11,13
1293,71,71,28,11,13
1294,70,70,137.3,11,13
1295,66,66,18.6,11,13
1296,65,65,2,11,13
1297,61,61,9.3,11,13
1298,60,60,89,11,13
1299,52.06,52.06,0.1,11,13
1300,51,51,26.1,11,13
1301,50,50,45.9,11,13
1302,49.85,49.85,6.6,11,13
1303,49,49,26.1,11,13
1304,48,48,26.2,11,13
1305,47.46,47.46,106,11,13
1306,47,47,26.2,11,13
1307,46,46,76.2,11,13
1308,45.46,45.46,79.5,11,13
1309,45,45,82.5,11,13
1310,44.99,44.99,41.1,11,13
1311,44,44,26.2,11,13
1312,43.46,43.46,79.5,11,13
1313,43,43,26.2,11,13
1314,42.4,42.4,20,11,13
1315,42,42,26.2,11,13
1316,41.46,41.46,79.5,11,13
1317,41,41,26.2,11,13
1318,40.75,40.75,26.2,11,13
1319,40.5,40.5,26.1,11,13
1320,40.25,40.25,26.1,11,13
1321,40,40,34.1,11,13
1322,39.46,39.46,79.5,11,13
1323,39.4,39.4,20,11,13
1324,39,39,50.6,11,13
1325,37.46,37.46,106,11,13
1326,37.4,37.4,10,11,13
1327,36.74,36.74,1.6,11,13
1328,35,35,18.3,11,13
1329,34.85,34.85,6.5,11,13
1330,30,30,89,11,13
1331,27,27,1.3,11,13
1332,26.68,26.68,8.5,11,13
1333,25,25,2.8,11,13
1334,22.85,22.85,16,11,13
1335,20.5,20.5,5.2,11,13
1336,20,20,8.7,11,13
1337,19.9,19.9,190,11,13
1338,19.5,19.5,73,11,13
1339,19.49,19.49,73,11,13
1340,19.48,19.48,73,11,13
1341,18.9,18.9,190,11,13
1342,18,18,90,11,13
1343,17.9,17.9,190,11,13
1344,16.8,16.8,138,11,13
1345,15.25,15.25,5.2,11,13
1346,15.2,15.2,138,11,13
1347,14.1,14.1,138,11,13
1348,14,14,90,11,13
1349,11.5,11.5,72,11,13
1350,10.13,10.13,52,11,13
1351,10,10,97.2,11,13
1352,9,9,122.8,11,13
1353,7,7,138,11,13
1354,6,6,138,11,13
1355,5.13,5.13,52,11,13
1356,5,5,8,11,13
1357,2,2,10,11,13
1358,1,1,53.1,11,13
1359,0.5,0.5,105.3,11,13
1360,0.13,0.13,52,11,13
1361,0.1,0.1,91.4,11,13
1362,0,0,11675.1,11,13
1363,180.3,180.3,15910.5,11,14
1364,180,180,24.9,11,14
1365,150,150,12.3,11,14
1366,140,140,12.4,11,14
1367,134.91,134.91,102,11,14
1368,130,130,9,11,14
1369,120,120,92.2,11,14
1370,110,110,243.7,11,14
1371,100,100,398.8,11,14
1372,99.39,99.39,324.4,11,14
1373,97.6,97.6,23.5,11,14
1374,95,95,6.5,11,14
1375,90,90,180.3,11,14
1376,89.99,89.99,200,11,14
1377,84.98,84.98,300,11,14
1378,80,80,779.1,11,14
1379,75,75,37.5,11,14
1380,71.33,71.33,0.2,11,14
1381,70.13,70.13,140.5,11,14
1382,70,70,42.4,11,14
1383,65.13,65.13,109,11,14
1384,65,65,20.7,11,14
1385,60,60,98.3,11,14
1386,52.06,52.06,0.1,11,14
1387,50,50,17.4,11,14
1388,49.85,49.85,6.1,11,14
1389,45,45,79.1,11,14
1390,44.99,44.99,37.2,11,14
1391,44.78,44.78,98.6,11,14
1392,44,44,25.1,11,14
1393,43,43,25.1,11,14
1394,42.78,42.78,74,11,14
1395,42.4,42.4,20,11,14
1396,42,42,25.2,11,14
1397,41,41,75.2,11,14
1398,40.78,40.78,74,11,14
1399,40,40,33.1,11,14
1400,39.4,39.4,20,11,14
1401,39,39,25.8,11,14
1402,38.78,38.78,74,11,14
1403,38,38,25.2,11,14
1404,37.4,37.4,10,11,14
1405,37,37,25.2,11,14
1406,36.78,36.78,74,11,14
1407,36.22,36.22,1.5,11,14
1408,36,36,25.2,11,14
1409,35,35,43.3,11,14
1410,34.85,34.85,6.1,11,14
1411,34.78,34.78,98.6,11,14
1412,34.75,34.75,25.2,11,14
1413,34.5,34.5,25.2,11,14
1414,34.25,34.25,25.2,11,14
1415,34,34,75.2,11,14
1416,30,30,88.5,11,14
1417,27,27,1.3,11,14
1418,25.59,25.59,6.9,11,14
1419,25,25,2.5,11,14
1420,22.85,22.85,15,11,14
1421,20,20,9.6,11,14
1422,19.9,19.9,190,11,14
1423,19.5,19.5,73,11,14
1424,19.49,19.49,73,11,14
1425,19.48,19.48,73,11,14
1426,18.9,18.9,190,11,14
1427,18,18,90,11,14
1428,17.9,17.9,190,11,14
1429,16.8,16.8,138,11,14
1430,15.2,15.2,138,11,14
1431,14.5,14.5,5.2,11,14
1432,14.1,14.1,138,11,14
1433,14,14,90,11,14
1434,11.5,11.5,72,11,14
1435,10.13,10.13,52,11,14
1436,10,10,92,11,14
1437,9.25,9.25,5.2,11,14
1438,9,9,110,11,14
1439,7,7,138,11,14
1440,6,6,138,11,14
1441,5.13,5.13,52,11,14
1442,5,5,8,11,14
1443,4,4,5.2,11,14
1444,2,2,10,11,14
1445,1,1,49.4,11,14
1446,0.5,0.5,94.4,11,14
1447,0.13,0.13,52,11,14
1448,0.1,0.1,92.4,11,14
1449,0,0,11878.6,11,14
1450,180.3,180.3,15183.2,11,15
1451,180,180,21.1,11,15
1452,150,150,11.2,11,15
1453,140,140,12,11,15
1454,134.91,134.91,102,11,15
1455,130,130,7.3,11,15
1456,120,120,80.4,11,15
1457,110,110,116.8,11,15
1458,100,100,379.3,11,15
1459,97.46,97.46,330,11,15
1460,96.07,96.07,18.3,11,15
1461,90,90,172.8,11,15
1462,89.99,89.99,200,11,15
1463,84.98,84.98,300,11,15
1464,80,80,720.3,11,15
1465,75,75,37.5,11,15
1466,70,70,39.8,11,15
1467,68.6,68.6,0.2,11,15
1468,65,65,20.5,11,15
1469,64.24,64.24,120.2,11,15
1470,60,60,98.3,11,15
1471,59.24,59.24,79,11,15
1472,52.06,52.06,0.1,11,15
1473,50,50,15.6,11,15
1474,49.85,49.85,4.9,11,15
1475,45,45,71.9,11,15
1476,44.99,44.99,27.1,11,15
1477,44,44,25.1,11,15
1478,43,43,25.1,11,15
1479,42.4,42.4,105.5,11,15
1480,42,42,75.2,11,15
1481,41,41,25.2,11,15
1482,40.4,40.4,64.1,11,15
1483,40,40,31.9,11,15
1484,39.4,39.4,20,11,15
1485,39,39,25.8,11,15
1486,38.4,38.4,64.1,11,15
1487,38,38,25.2,11,15
1488,37.4,37.4,10,11,15
1489,37,37,25.2,11,15
1490,36.4,36.4,64.1,11,15
1491,36,36,25.2,11,15
1492,35,35,42.2,11,15
1493,34.85,34.85,4.8,11,15
1494,34.75,34.75,25.2,11,15
1495,34.54,34.54,1.1,11,15
1496,34.5,34.5,25.2,11,15
1497,34.4,34.4,64.1,11,15
1498,34.25,34.25,25.2,11,15
1499,34,34,25.1,11,15
1500,33,33,50,11,15
1501,32.4,32.4,85.5,11,15
1502,30,30,97.1,11,15
1503,27.9,27.9,7.8,11,15
1504,27,27,1.1,11,15
1505,25,25,2.2,11,15
1506,22.85,22.85,11.9,11,15
1507,20,20,10.6,11,15
1508,19.9,19.9,190,11,15
1509,19.5,19.5,73,11,15
1510,19.49,19.49,73,11,15
1511,19.48,19.48,73,11,15
1512,18.9,18.9,190,11,15
1513,18,18,90,11,15
1514,17.9,17.9,190,11,15
1515,16.8,16.8,138,11,15
1516,15.2,15.2,138,11,15
1517,14.5,14.5,5.2,11,15
1518,14.1,14.1,138,11,15
1519,14,14,90,11,15
1520,11.5,11.5,72,11,15
1521,10.13,10.13,52,11,15
1522,10,10,92,11,15
1523,9.25,9.25,5.2,11,15
1524,9,9,224.6,11,15
1525,8.9,8.9,2.1,11,15
1526,7,7,138,11,15
1527,6,6,138,11,15
1528,5.13,5.13,52,11,15
1529,5,5,8,11,15
1530,4,4,5.2,11,15
1531,2,2,10,11,15
1532,1,1,42.7,11,15
1533,0.5,0.5,97.2,11,15
1534,0.13,0.13,52,11,15
1535,0.1,0.1,95.2,11,15
1536,0,0,11631.6,11,15
1537,180.3,180.3,15009.4,11,16
1538,180,180,21.7,11,16
1539,150,150,11.5,11,16
1540,140,140,12,11,16
1541,134.91,134.91,102,11,16
1542,130,130,7.4,11,16
1543,120,120,53.7,11,16
1544,110,110,28.3,11,16
1545,100,100,384.1,11,16
1546,95,95,274.9,11,16
1547,92.7,92.7,18,11,16
1548,90,90,174.3,11,16
1549,89.99,89.99,200,11,16
1550,84.98,84.98,300,11,16
1551,80,80,713.9,11,16
1552,75,75,37.5,11,16
1553,70,70,39.4,11,16
1554,66.36,66.36,0.1,11,16
1555,65,65,20.6,11,16
1556,60.97,60.97,124.6,11,16
1557,60,60,98.4,11,16
1558,55.97,55.97,73.5,11,16
1559,52.06,52.06,0.1,11,16
1560,50,50,15.3,11,16
1561,45.1,45.1,4.3,11,16
1562,45,45,76.4,11,16
1563,44.99,44.99,26.4,11,16
1564,44,44,27.9,11,16
1565,43,43,27.9,11,16
1566,42.4,42.4,20,11,16
1567,42,42,27.9,11,16
1568,41,41,27.9,11,16
1569,40,40,122.6,11,16
1570,39.4,39.4,20,11,16
1571,39,39,27.9,11,16
1572,38,38,94.1,11,16
1573,37.4,37.4,10,11,16
1574,37,37,27.9,11,16
1575,36,36,94.1,11,16
1576,35,35,45.3,11,16
1577,34.75,34.75,27.9,11,16
1578,34.5,34.5,27.9,11,16
1579,34.25,34.25,27.9,11,16
1580,34,34,144.1,11,16
1581,33.28,33.28,1,11,16
1582,32,32,66.2,11,16
1583,30.1,30.1,4.2,11,16
1584,30,30,195.6,11,16
1585,29,29,50,11,16
1586,27,27,1,11,16
1587,25.18,25.18,8,11,16
1588,25,25,2.3,11,16
1589,20,20,10.4,11,16
1590,19.9,19.9,190,11,16
1591,19.5,19.5,73,11,16
1592,19.49,19.49,73,11,16
1593,19.48,19.48,73,11,16
1594,18.9,18.9,190,11,16
1595,18.1,18.1,15.9,11,16
1596,18,18,90,11,16
1597,17.9,17.9,190,11,16
1598,16.8,16.8,138,11,16
1599,15.2,15.2,138,11,16
1600,14.5,14.5,5.3,11,16
1601,14.1,14.1,138,11,16
1602,14,14,90,11,16
1603,11.5,11.5,72,11,16
1604,10.13,10.13,52,11,16
1605,10,10,92,11,16
1606,9.25,9.25,5.3,11,16
1607,9,9,313.8,11,16
1608,8.9,8.9,2,11,16
1609,7,7,138,11,16
1610,6,6,138,11,16
1611,5.13,5.13,52,11,16
1612,5,5,8,11,16
1613,4,4,5.3,11,16
1614,2,2,10,11,16
1615,1,1,44.2,11,16
1616,0.5,0.5,95.8,11,16
1617,0.13,0.13,52,11,16
1618,0.1,0.1,93.8,11,16
1619,0,0,11658.1,11,16
1620,180.3,180.3,14444.9,11,17
1621,180,180,22.4,11,17
1622,150,150,11.8,11,17
1623,140,140,11.1,11,17
1624,134.91,134.91,102,11,17
1625,130,130,7.7,11,17
1626,120,120,54.2,11,17
1627,110,110,32.7,11,17
1628,100,100,382.9,11,17
1629,95.13,95.13,238.5,11,17
1630,92.48,92.48,18.9,11,17
1631,90,90,174.5,11,17
1632,89.99,89.99,200,11,17
1633,84.98,84.98,300,11,17
1634,80,80,718.3,11,17
1635,75,75,37.4,11,17
1636,70,70,39.5,11,17
1637,66.78,66.78,0.1,11,17
1638,65,65,145.6,11,17
1639,60,60,172.3,11,17
1640,52.06,52.06,0.1,11,17
1641,50,50,15.6,11,17
1642,45.1,45.1,4.6,11,17
1643,45,45,77.9,11,17
1644,44.99,44.99,27.5,11,17
1645,44,44,27.8,11,17
1646,43,43,27.8,11,17
1647,42.4,42.4,20,11,17
1648,42,42,34.1,11,17
1649,41,41,27.9,11,17
1650,40,40,27.9,11,17
1651,39.4,39.4,20,11,17
1652,39,39,27.8,11,17
1653,38.99,38.99,91.1,11,17
1654,38,38,27.8,11,17
1655,37.4,37.4,10,11,17
1656,37,37,27.8,11,17
1657,36.99,36.99,68.3,11,17
1658,36,36,32.1,11,17
1659,35,35,40.1,11,17
1660,34.99,34.99,68.3,11,17
1661,34.75,34.75,27.8,11,17
1662,34.5,34.5,27.8,11,17
1663,34.25,34.25,27.8,11,17
1664,34,34,27.8,11,17
1665,33,33,0.7,11,17
1666,32.99,32.99,68.3,11,17
1667,32.51,32.51,1.2,11,17
1668,32,32,101.5,11,17
1669,30.99,30.99,68.3,11,17
1670,30.1,30.1,4.5,11,17
1671,30,30,106,11,17
1672,28.99,28.99,91.1,11,17
1673,28,28,1,11,17
1674,25,25,2.3,11,17
1675,24.59,24.59,7.8,11,17
1676,20,20,10.3,11,17
1677,19.9,19.9,190,11,17
1678,19.5,19.5,73,11,17
1679,19.49,19.49,73,11,17
1680,19.48,19.48,73,11,17
1681,18.9,18.9,190,11,17
1682,18.1,18.1,16.9,11,17
1683,18,18,90,11,17
1684,17.9,17.9,190,11,17
1685,16.8,16.8,138,11,17
1686,15.2,15.2,138,11,17
1687,14.5,14.5,5.3,11,17
1688,14.1,14.1,138,11,17
1689,14,14,90,11,17
1690,11.5,11.5,72,11,17
1691,10.13,10.13,52,11,17
1692,10,10,92,11,17
1693,9.25,9.25,5.3,11,17
1694,9,9,312.7,11,17
1695,8.9,8.9,2.1,11,17
1696,7,7,138,11,17
1697,6,6,138,11,17
1698,5.13,5.13,52,11,17
1699,5,5,8,11,17
1700,4,4,5.3,11,17
1701,2,2,10,11,17
1702,1,1,45.5,11,17
1703,0.5,0.5,95,11,17
1704,0.13,0.13,52,11,17
1705,0.1,0.1,93,11,17
1706,0,0,11334.5,11,17
1707,180.3,180.3,14276.4,11,18
1708,180,180,23,11,18
1709,150,150,12,11,18
1710,140,140,11.3,11,18
1711,134.91,134.91,102,11,18
1712,130,130,8,11,18
1713,120,120,53.2,11,18
1714,110,110,27.4,11,18
1715,105,105,146.7,11,18
1716,100.24,100.24,19.7,11,18
1717,100,100,387.5,11,18
1718,98.93,98.93,318.9,11,18
1719,95,95,5.5,11,18
1720,90,90,177.4,11,18
1721,89.99,89.99,200,11,18
1722,84.98,84.98,300,11,18
1723,81.63,81.63,0.1,11,18
1724,80,80,721.8,11,18
1725,76,76,127.3,11,18
1726,75,75,37.7,11,18
1727,71,71,46.5,11,18
1728,70,70,40.1,11,18
1729,65,65,20.7,11,18
1730,60,60,98.4,11,18
1731,52.06,52.06,0.1,11,18
1732,50,50,16.2,11,18
1733,48,48,30,11,18
1734,47,47,30,11,18
1735,46,46,30,11,18
1736,45.1,45.1,4.7,11,18
1737,45,45,80.3,11,18
1738,44.99,44.99,28.9,11,18
1739,44,44,30,11,18
1740,43,43,30,11,18
1741,42.4,42.4,20,11,18
1742,42,42,36.3,11,18
1743,41.45,41.45,93.2,11,18
1744,41,41,30,11,18
1745,40,40,30,11,18
1746,39.45,39.45,69.9,11,18
1747,39.4,39.4,20,11,18
1748,39,39,30,11,18
1749,38,38,30,11,18
1750,37.75,37.75,30,11,18
1751,37.5,37.5,30,11,18
1752,37.45,37.45,69.9,11,18
1753,37.4,37.4,10,11,18
1754,37.25,37.25,30,11,18
1755,37,37,30,11,18
1756,36,36,4.4,11,18
1757,35.45,35.45,69.9,11,18
1758,35,35,22.4,11,18
1759,33.81,33.81,1.3,11,18
1760,33.45,33.45,69.9,11,18
1761,33,33,0.7,11,18
1762,32,32,1.5,11,18
1763,31.45,31.45,93.2,11,18
1764,30.1,30.1,4.7,11,18
1765,30,30,126.2,11,18
1766,28,28,1,11,18
1767,27.9,27.9,6.2,11,18
1768,25,25,2.3,11,18
1769,20,20,10.3,11,18
