"I","PI0","PI1","QI","LI","TI"
832,32.75,32.75,-65,11,17
833,34.6,34.6,-290.7,11,17
834,35,35,-20.2,11,17
835,35.01,35.01,-65,11,17
836,35.7,35.7,-182.2,11,17
837,36.01,36.01,-139,11,17
838,36.7,36.7,-90,11,17
839,37.92,37.92,-90,11,17
840,38.01,38.01,-40,11,17
841,38.4,38.4,-290.7,11,17
842,39,39,-207.4,11,17
843,39.01,39.01,-25,11,17
844,39.03,39.03,-19,11,17
845,39.13,39.13,-90,11,17
846,40,40,-179.8,11,17
847,40.03,40.03,-4,11,17
848,40.04,40.04,-68.9,11,17
849,40.98,40.98,-68.9,11,17
850,42.02,42.02,-30,11,17
851,42.2,42.2,-50,11,17
852,42.31,42.31,-100,11,17
853,42.4,42.4,-50,11,17
854,42.5,42.5,-0.1,11,17
855,42.6,42.6,-50,11,17
856,43,43,-116,11,17
857,43.5,43.5,-82.2,11,17
858,43.56,43.56,-72,11,17
859,43.66,43.66,-100,11,17
860,44,44,-50,11,17
861,44.17,44.17,-340,11,17
862,44.5,44.5,-50,11,17
863,45,45,-58,11,17
864,45.01,45.01,-41,11,17
865,45.02,45.02,-100,11,17
866,45.5,45.5,-50,11,17
867,45.9,45.9,-72.5,11,17
868,47,47,-80,11,17
869,47.5,47.5,-0.1,11,17
870,50,50,-213.5,11,17
871,50.02,50.02,-20,11,17
872,50.2,50.2,-50,11,17
873,50.4,50.4,-50,11,17
874,50.5,50.5,-0.1,11,17
875,50.6,50.6,-50,11,17
876,50.9,50.9,-290.7,11,17
877,60.03,60.03,-1,11,17
878,65.13,65.13,-45,11,17
879,65.5,65.5,-10,11,17
880,70,70,-37.5,11,17
881,70.04,70.04,-55.5,11,17
882,70.13,70.13,-45,11,17
883,73.34,73.34,-37.5,11,17
884,73.38,73.38,-55.5,11,17
885,73.5,73.5,-45,11,17
886,75.13,75.13,-45,11,17
887,76.69,76.69,-37.5,11,17
888,76.73,76.73,-55.5,11,17
889,79.5,79.5,-10,11,17
890,80.03,80.03,-37.5,11,17
891,80.07,80.07,-55.5,11,17
892,80.1,80.1,-13,11,17
893,82.6,82.6,-86.7,11,17
894,145,145,-21,11,17
895,145.01,145.01,-10.3,11,17
896,160,160,-1490.5,11,17
897,180,180,-886.9,11,17
898,180.3,180.3,-70.1,11,17
899,0,0,-13600.9,11,18
900,0.1,0.1,-1,11,18
901,0.6,0.6,-11.2,11,18
902,1,1,-4.7,11,18
903,3.02,3.02,-17,11,18
904,5,5,-300,11,18
905,10.4,10.4,-87.3,11,18
906,13,13,-1.1,11,18
907,14.01,14.01,-72,11,18
908,15,15,-0.1,11,18
909,15.5,15.5,-27,11,18
910,16,16,-27.5,11,18
911,18.01,18.01,-114,11,18
912,20,20,-81.9,11,18
913,20.03,20.03,-12,11,18
914,21,21,-7.9,11,18
915,23.34,23.34,-81.9,11,18
916,23.4,23.4,-5,11,18
917,24,24,-4.8,11,18
918,25,25,-25,11,18
919,26,26,-4.9,11,18
920,26.69,26.69,-81.9,11,18
921,26.8,26.8,-6.8,11,18
922,27.27,27.27,-100,11,18
923,28.02,28.02,-28,11,18
924,28.4,28.4,-25,11,18
925,29.01,29.01,-80,11,18
926,30,30,-80,11,18
927,30.01,30.01,-20,11,18
928,30.03,30.03,-81.4,11,18
929,32,32,-109.2,11,18
930,32.03,32.03,-34,11,18
931,32.75,32.75,-65,11,18
932,34.6,34.6,-290.7,11,18
933,35,35,-16.9,11,18
934,35.01,35.01,-65,11,18
935,35.03,35.03,-30,11,18
936,35.7,35.7,-182.2,11,18
937,36.01,36.01,-139,11,18
938,36.7,36.7,-90,11,18
939,37.92,37.92,-90,11,18
940,38.01,38.01,-40,11,18
941,38.4,38.4,-290.7,11,18
942,39,39,-207.4,11,18
943,39.01,39.01,-25,11,18
944,39.13,39.13,-90,11,18
945,40,40,-179.8,11,18
946,40.03,40.03,-4,11,18
947,40.04,40.04,-68.9,11,18
948,40.98,40.98,-68.9,11,18
949,42.02,42.02,-30,11,18
950,42.2,42.2,-50,11,18
951,42.31,42.31,-100,11,18
952,42.4,42.4,-50,11,18
953,42.5,42.5,-0.1,11,18
954,42.6,42.6,-50,11,18
955,43,43,-116,11,18
956,43.5,43.5,-82.2,11,18
957,43.56,43.56,-72,11,18
958,43.66,43.66,-100,11,18
959,44,44,-50,11,18
960,44.17,44.17,-340,11,18
961,44.5,44.5,-50,11,18
962,45,45,-54.9,11,18
963,45.01,45.01,-41,11,18
964,45.02,45.02,-100,11,18
965,45.5,45.5,-50,11,18
966,45.9,45.9,-72.5,11,18
967,46,46,-3.3,11,18
968,47,47,-80,11,18
969,47.5,47.5,-0.1,11,18
970,50,50,-213.5,11,18
971,50.02,50.02,-20,11,18
972,50.2,50.2,-50,11,18
973,50.4,50.4,-50,11,18
974,50.5,50.5,-0.1,11,18
975,50.6,50.6,-50,11,18
976,50.9,50.9,-290.7,11,18
977,55,55,-3.1,11,18
978,60.03,60.03,-1,11,18
979,65.13,65.13,-45,11,18
980,65.5,65.5,-10,11,18
981,70,70,-37.5,11,18
982,70.04,70.04,-55.5,11,18
983,70.13,70.13,-45,11,18
984,73.34,73.34,-37.5,11,18
985,73.38,73.38,-55.5,11,18
986,73.5,73.5,-45,11,18
987,75.13,75.13,-45,11,18
988,76.69,76.69,-37.5,11,18
989,76.73,76.73,-55.5,11,18
990,79.5,79.5,-10,11,18
991,80.03,80.03,-37.5,11,18
992,80.07,80.07,-55.5,11,18
993,80.1,80.1,-13,11,18
994,82.6,82.6,-86.7,11,18
995,145,145,-21,11,18
996,145.01,145.01,-10.3,11,18
997,160,160,-1441.5,11,18
998,180,180,-886.9,11,18
999,180.3,180.3,-70.1,11,18
1000,0,0,-11841,11,19
1001,0.1,0.1,-1,11,19
1002,0.6,0.6,-11.2,11,19
1003,1,1,-4.7,11,19
1004,3.02,3.02,-17,11,19
1005,5,5,-300,11,19
1006,10.4,10.4,-87.3,11,19
1007,13,13,-1.1,11,19
1008,14.01,14.01,-72,11,19
1009,15,15,-0.1,11,19
1010,15.5,15.5,-27,11,19
1011,16,16,-27.5,11,19
1012,18.01,18.01,-114,11,19
1013,20,20,-82.4,11,19
1014,20.03,20.03,-49,11,19
1015,21,21,-7.9,11,19
1016,23.34,23.34,-82.4,11,19
1017,24,24,-4.8,11,19
1018,26,26,-4.9,11,19
1019,26.69,26.69,-82.4,11,19
1020,26.8,26.8,-6.8,11,19
1021,28.02,28.02,-28,11,19
1022,29.01,29.01,-80,11,19
1023,30,30,-85.4,11,19
1024,30.01,30.01,-20,11,19
1025,30.03,30.03,-82.6,11,19
1026,32,32,-80,11,19
1027,32.03,32.03,-34,11,19
1028,32.75,32.75,-65,11,19
1029,34.6,34.6,-290.7,11,19
1030,35,35,-66.9,11,19
1031,35.01,35.01,-65,11,19
1032,35.03,35.03,-30,11,19
1033,35.7,35.7,-182.2,11,19
1034,36.01,36.01,-139,11,19
1035,36.7,36.7,-90,11,19
1036,37,37,-80,11,19
1037,37.03,37.03,-11,11,19
1038,37.92,37.92,-90,11,19
1039,38.01,38.01,-40,11,19
1040,38.4,38.4,-290.7,11,19
1041,39,39,-207.4,11,19
1042,39.01,39.01,-25,11,19
1043,39.13,39.13,-90,11,19
1044,40,40,-53.7,11,19
1045,40.04,40.04,-68.9,11,19
1046,40.98,40.98,-68.9,11,19
1047,42.02,42.02,-30,11,19
1048,42.2,42.2,-50,11,19
1049,42.31,42.31,-100,11,19
1050,42.4,42.4,-50,11,19
1051,42.5,42.5,-0.1,11,19
1052,42.6,42.6,-50,11,19
1053,43,43,-152.5,11,19
1054,43.5,43.5,-82.2,11,19
1055,43.56,43.56,-72,11,19
1056,43.66,43.66,-100,11,19
1057,44,44,-50,11,19
1058,44.17,44.17,-340,11,19
1059,44.5,44.5,-50,11,19
1060,45,45,-54.9,11,19
1061,45.01,45.01,-41,11,19
1062,45.02,45.02,-100,11,19
1063,45.5,45.5,-50,11,19
1064,45.9,45.9,-72.5,11,19
1065,46,46,-32.5,11,19
1066,47.5,47.5,-0.1,11,19
1067,50,50,-158,11,19
1068,50.02,50.02,-20,11,19
1069,50.2,50.2,-50,11,19
1070,50.4,50.4,-50,11,19
1071,50.5,50.5,-0.1,11,19
1072,50.6,50.6,-50,11,19
1073,50.9,50.9,-290.7,11,19
1074,51,51,-37.4,11,19
1075,54,54,-3.3,11,19
1076,56,56,-43.5,11,19
1077,60,60,-3.1,11,19
1078,60.03,60.03,-1,11,19
1079,64,64,-55.5,11,19
1080,65.13,65.13,-45,11,19
1081,65.5,65.5,-10,11,19
1082,70,70,-12,11,19
1083,70.04,70.04,-17,11,19
1084,70.13,70.13,-45,11,19
1085,73.34,73.34,-12,11,19
1086,73.38,73.38,-17,11,19
1087,73.5,73.5,-35,11,19
1088,75.13,75.13,-45,11,19
1089,76.69,76.69,-12,11,19
1090,76.73,76.73,-17,11,19
1091,79.5,79.5,-10,11,19
1092,80.03,80.03,-12,11,19
1093,80.07,80.07,-17,11,19
1094,80.1,80.1,-13,11,19
1095,82.6,82.6,-86.7,11,19
1096,145,145,-21,11,19
1097,145.01,145.01,-10.3,11,19
1098,160,160,-1330.1,11,19
1099,180,180,-886.9,11,19
1100,180.3,180.3,-70.1,11,19
1101,0,0,-10801.7,11,20
1102,0.1,0.1,-1,11,20
1103,0.6,0.6,-11.2,11,20
1104,1,1,-4.7,11,20
1105,3.02,3.02,-17,11,20
1106,5,5,-300,11,20
1107,10.4,10.4,-87.3,11,20
1108,13,13,-1.1,11,20
1109,14.01,14.01,-72,11,20
1110,15,15,-0.1,11,20
1111,15.5,15.5,-27,11,20
1112,16,16,-27.5,11,20
1113,18.01,18.01,-114,11,20
1114,20,20,-80.4,11,20
1115,20.03,20.03,-49,11,20
1116,21,21,-7.9,11,20
1117,23.34,23.34,-80.4,11,20
1118,24,24,-4.8,11,20
1119,26,26,-4.9,11,20
1120,26.69,26.69,-80.4,11,20
1121,26.8,26.8,-6.8,11,20
1122,28.02,28.02,-28,11,20
1123,29.01,29.01,-80,11,20
1124,30,30,-85.4,11,20
1125,30.01,30.01,-20,11,20
1126,30.03,30.03,-80.3,11,20
1127,32,32,-80,11,20
1128,32.03,32.03,-34,11,20
1129,32.75,32.75,-65,11,20
1130,35,35,-16.9,11,20
1131,35.01,35.01,-65,11,20
1132,35.03,35.03,-30,11,20
1133,35.7,35.7,-182.2,11,20
1134,36.01,36.01,-139,11,20
1135,36.7,36.7,-90,11,20
1136,37,37,-80,11,20
1137,37.03,37.03,-21,11,20
1138,37.92,37.92,-90,11,20
1139,38.01,38.01,-40,11,20
1140,39,39,-207.4,11,20
1141,39.01,39.01,-25,11,20
1142,39.13,39.13,-90,11,20
1143,40,40,-53.7,11,20
1144,40.04,40.04,-68.9,11,20
1145,40.98,40.98,-68.9,11,20
1146,42.02,42.02,-30,11,20
1147,42.2,42.2,-50,11,20
1148,42.31,42.31,-100,11,20
1149,42.4,42.4,-50,11,20
1150,42.5,42.5,-0.1,11,20
1151,42.6,42.6,-50,11,20
1152,43,43,-152.5,11,20
1153,43.5,43.5,-82.2,11,20
1154,43.56,43.56,-72,11,20
1155,43.66,43.66,-100,11,20
1156,44,44,-50,11,20
1157,44.17,44.17,-340,11,20
1158,44.5,44.5,-50,11,20
1159,45,45,-54.9,11,20
1160,45.01,45.01,-41,11,20
1161,45.02,45.02,-100,11,20
1162,45.5,45.5,-50,11,20
1163,45.9,45.9,-72.5,11,20
1164,46,46,-29.2,11,20
1165,47,47,-50,11,20
1166,47.5,47.5,-0.1,11,20
1167,50,50,-158,11,20
1168,50.02,50.02,-20,11,20
1169,50.2,50.2,-50,11,20
1170,50.4,50.4,-50,11,20
1171,50.5,50.5,-0.1,11,20
1172,50.6,50.6,-50,11,20
1173,50.9,50.9,-290.7,11,20
1174,55,55,-40.7,11,20
1175,60,60,-43.5,11,20
1176,60.03,60.03,-8,11,20
1177,65,65,-3.3,11,20
1178,65.13,65.13,-45,11,20
1179,65.5,65.5,-10,11,20
1180,70.04,70.04,-7,11,20
1181,70.13,70.13,-45,11,20
1182,72,72,-58.6,11,20
1183,73.38,73.38,-7,11,20
1184,73.5,73.5,-35,11,20
1185,75.13,75.13,-45,11,20
1186,76.73,76.73,-7,11,20
1187,79.5,79.5,-10,11,20
1188,80.07,80.07,-7,11,20
1189,80.1,80.1,-13,11,20
1190,82.6,82.6,-86.7,11,20
1191,145,145,-21,11,20
1192,145.01,145.01,-10.3,11,20
1193,160,160,-1564.5,11,20
1194,180,180,-886.9,11,20
1195,180.3,180.3,-70.1,11,20
1196,0,0,-10149.6,11,21
1197,0.01,0.01,-157,11,21
1198,0.1,0.1,-1,11,21
1199,0.6,0.6,-11.2,11,21
1200,1,1,-4.7,11,21
1201,3.02,3.02,-17,11,21
1202,5,5,-300,11,21
1203,10.4,10.4,-87.3,11,21
1204,13,13,-1.1,11,21
1205,14.01,14.01,-72,11,21
1206,15,15,-0.1,11,21
1207,15.5,15.5,-27,11,21
1208,16,16,-27.5,11,21
1209,18.01,18.01,-114,11,21
1210,20,20,-80.6,11,21
1211,20.03,20.03,-49,11,21
1212,21,21,-7.9,11,21
1213,23.34,23.34,-80.6,11,21
1214,24,24,-4.8,11,21
1215,26,26,-4.9,11,21
1216,26.69,26.69,-80.6,11,21
1217,26.8,26.8,-6.8,11,21
1218,28.02,28.02,-28,11,21
1219,28.57,28.57,-25,11,21
1220,29.01,29.01,-80,11,21
1221,30,30,-135.4,11,21
1222,30.01,30.01,-20,11,21
1223,30.03,30.03,-80.2,11,21
1224,31.57,31.57,-50,11,21
1225,32,32,-80,11,21
1226,32.03,32.03,-34,11,21
1227,32.75,32.75,-65,11,21
1228,35,35,-16.9,11,21
1229,35.01,35.01,-65,11,21
1230,35.03,35.03,-30,11,21
1231,35.7,35.7,-182.2,11,21
1232,36.01,36.01,-139,11,21
1233,36.57,36.57,-50,11,21
1234,36.7,36.7,-90,11,21
1235,37,37,-80,11,21
1236,37.03,37.03,-21,11,21
1237,37.92,37.92,-90,11,21
1238,38.01,38.01,-40,11,21
1239,39,39,-207.4,11,21
1240,39.01,39.01,-25,11,21
1241,39.13,39.13,-90,11,21
1242,40,40,-53.6,11,21
1243,40.04,40.04,-68.9,11,21
1244,40.98,40.98,-68.9,11,21
1245,41.57,41.57,-25,11,21
1246,42.02,42.02,-30,11,21
1247,42.2,42.2,-50,11,21
1248,42.31,42.31,-100,11,21
1249,42.4,42.4,-50,11,21
1250,42.5,42.5,-0.1,11,21
1251,42.6,42.6,-50,11,21
1252,43,43,-152.5,11,21
1253,43.5,43.5,-82.2,11,21
1254,43.56,43.56,-72,11,21
1255,43.66,43.66,-100,11,21
1256,44,44,-50,11,21
1257,44.17,44.17,-340,11,21
1258,44.5,44.5,-50,11,21
1259,45,45,-54.9,11,21
1260,45.01,45.01,-41,11,21
1261,45.02,45.02,-100,11,21
1262,45.5,45.5,-50,11,21
1263,45.9,45.9,-72.5,11,21
1264,46,46,-29.2,11,21
1265,47.5,47.5,-0.1,11,21
1266,50,50,-158,11,21
1267,50.02,50.02,-20,11,21
1268,50.2,50.2,-50,11,21
1269,50.4,50.4,-50,11,21
1270,50.5,50.5,-0.1,11,21
1271,50.6,50.6,-50,11,21
1272,50.9,50.9,-290.7,11,21
1273,55,55,-40.7,11,21
1274,60,60,-43.5,11,21
1275,60.03,60.03,-8,11,21
1276,65,65,-3.3,11,21
1277,65.13,65.13,-45,11,21
1278,65.5,65.5,-10,11,21
1279,70.04,70.04,-7,11,21
1280,70.13,70.13,-45,11,21
1281,72,72,-58.6,11,21
1282,73.38,73.38,-7,11,21
1283,73.5,73.5,-35,11,21
1284,75.13,75.13,-45,11,21
1285,76.73,76.73,-7,11,21
1286,79.5,79.5,-10,11,21
1287,80.07,80.07,-7,11,21
1288,80.1,80.1,-13,11,21
1289,82.6,82.6,-86.7,11,21
1290,145,145,-20,11,21
1291,145.01,145.01,-10.3,11,21
1292,160,160,-1501.5,11,21
1293,180,180,-886.9,11,21
1294,180.3,180.3,-70.1,11,21
1295,0,0,-10354.6,11,22
1296,0.1,0.1,-1,11,22
1297,0.6,0.6,-11.2,11,22
1298,1,1,-4.7,11,22
1299,3.02,3.02,-17,11,22
1300,5,5,-300,11,22
1301,10.4,10.4,-87.3,11,22
1302,13,13,-1.1,11,22
1303,14.01,14.01,-72,11,22
1304,15,15,-0.1,11,22
1305,15.5,15.5,-27,11,22
1306,16,16,-27.5,11,22
1307,18.01,18.01,-114,11,22
1308,19.33,19.33,-25,11,22
1309,20,20,-81,11,22
1310,20.03,20.03,-49,11,22
1311,21,21,-7.9,11,22
1312,22.33,22.33,-50,11,22
1313,23.34,23.34,-81,11,22
1314,24,24,-4.8,11,22
1315,25.33,25.33,-50,11,22
1316,26,26,-4.9,11,22
1317,26.69,26.69,-81,11,22
1318,26.8,26.8,-6.8,11,22
1319,28,28,-50,11,22
1320,28.02,28.02,-28,11,22
1321,29.01,29.01,-80,11,22
1322,30,30,-85.4,11,22
1323,30.01,30.01,-20,11,22
1324,30.03,30.03,-81.1,11,22
1325,30.33,30.33,-50,11,22
1326,31.25,31.25,-25,11,22
1327,32,32,-80,11,22
1328,32.03,32.03,-34,11,22
1329,32.75,32.75,-65,11,22
1330,35,35,-16.9,11,22
1331,35.01,35.01,-65,11,22
1332,35.03,35.03,-30,11,22
1333,35.33,35.33,-25,11,22
1334,35.7,35.7,-182.2,11,22
1335,36.01,36.01,-139,11,22
1336,36.7,36.7,-90,11,22
1337,37,37,-80,11,22
1338,37.03,37.03,-21,11,22
1339,37.92,37.92,-90,11,22
1340,38.01,38.01,-40,11,22
1341,39,39,-207.4,11,22
1342,39.01,39.01,-25,11,22
1343,39.13,39.13,-90,11,22
1344,40,40,-53.6,11,22
1345,40.04,40.04,-68.9,11,22
1346,40.98,40.98,-68.9,11,22
1347,42.02,42.02,-30,11,22
1348,42.2,42.2,-50,11,22
1349,42.31,42.31,-100,11,22
1350,42.4,42.4,-50,11,22
1351,42.5,42.5,-0.1,11,22
1352,42.6,42.6,-50,11,22
1353,43,43,-152.5,11,22
1354,43.5,43.5,-82.2,11,22
1355,43.56,43.56,-72,11,22
1356,43.66,43.66,-100,11,22
1357,44,44,-50,11,22
1358,44.17,44.17,-340,11,22
1359,44.5,44.5,-50,11,22
1360,45,45,-54.9,11,22
1361,45.01,45.01,-41,11,22
1362,45.02,45.02,-100,11,22
1363,45.5,45.5,-50,11,22
1364,45.9,45.9,-72.5,11,22
1365,46,46,-32.5,11,22
1366,47.5,47.5,-0.1,11,22
1367,50,50,-158,11,22
1368,50.02,50.02,-20,11,22
1369,50.2,50.2,-50,11,22
1370,50.4,50.4,-50,11,22
1371,50.5,50.5,-0.1,11,22
1372,50.6,50.6,-50,11,22
1373,50.9,50.9,-290.7,11,22
1374,54,54,-3.3,11,22
1375,55,55,-37.4,11,22
1376,60,60,-46.6,11,22
1377,60.03,60.03,-1,11,22
1378,65.13,65.13,-45,11,22
1379,65.5,65.5,-10,11,22
1380,70.04,70.04,-7,11,22
1381,70.13,70.13,-45,11,22
1382,72,72,-55.5,11,22
1383,73.38,73.38,-7,11,22
1384,73.5,73.5,-35,11,22
1385,75.13,75.13,-45,11,22
1386,76.73,76.73,-7,11,22
1387,79.5,79.5,-10,11,22
1388,80.07,80.07,-7,11,22
1389,80.1,80.1,-13,11,22
1390,82.6,82.6,-86.7,11,22
1391,145,145,-20,11,22
1392,145.01,145.01,-10.3,11,22
1393,160,160,-1501.5,11,22
1394,180,180,-886.9,11,22
1395,180.3,180.3,-70.1,11,22
1396,0,0,-10476.5,11,23
1397,0.1,0.1,-1,11,23
1398,0.6,0.6,-11.2,11,23
1399,1,1,-4.7,11,23
1400,3.02,3.02,-17,11,23
1401,5,5,-300,11,23
1402,10.4,10.4,-87.3,11,23
1403,13,13,-1.1,11,23
1404,14.01,14.01,-72,11,23
1405,15,15,-0.1,11,23
1406,15.5,15.5,-27,11,23
1407,16,16,-27.5,11,23
1408,18.01,18.01,-114,11,23
1409,20,20,-81,11,23
1410,20.03,20.03,-42,11,23
1411,21,21,-7.9,11,23
1412,23.34,23.34,-81,11,23
1413,24,24,-4.8,11,23
1414,26,26,-4.9,11,23
1415,26.69,26.69,-81,11,23
1416,26.8,26.8,-6.8,11,23
1417,28,28,-50,11,23
1418,28.02,28.02,-28,11,23
1419,29.01,29.01,-80,11,23
1420,30,30,-85.4,11,23
1421,30.01,30.01,-20,11,23
1422,30.03,30.03,-81.4,11,23
1423,31.79,31.79,-73,11,23
1424,31.99,31.99,-25,11,23
1425,32,32,-80,11,23
1426,32.03,32.03,-34,11,23
1427,32.75,32.75,-65,11,23
1428,35,35,-16.9,11,23
1429,35.01,35.01,-65,11,23
1430,35.03,35.03,-37,11,23
1431,35.7,35.7,-182.2,11,23
1432,36.01,36.01,-139,11,23
1433,36.7,36.7,-90,11,23
1434,36.99,36.99,-25,11,23
1435,37,37,-80,11,23
1436,37.03,37.03,-11,11,23
1437,37.92,37.92,-90,11,23
1438,38.01,38.01,-40,11,23
1439,39,39,-207.4,11,23
1440,39.01,39.01,-25,11,23
1441,39.13,39.13,-90,11,23
1442,40,40,-53.6,11,23
1443,40.04,40.04,-68.9,11,23
1444,40.98,40.98,-68.9,11,23
1445,42,42,-3.3,11,23
1446,42.02,42.02,-30,11,23
1447,42.2,42.2,-50,11,23
1448,42.31,42.31,-100,11,23
1449,42.4,42.4,-50,11,23
1450,42.5,42.5,-0.1,11,23
1451,42.6,42.6,-50,11,23
1452,43,43,-152.5,11,23
1453,43.5,43.5,-82.2,11,23
1454,43.56,43.56,-72,11,23
1455,43.66,43.66,-100,11,23
1456,44,44,-79.2,11,23
1457,44.17,44.17,-340,11,23
1458,44.5,44.5,-50,11,23
1459,45,45,-54.9,11,23
1460,45.01,45.01,-41,11,23
1461,45.02,45.02,-100,11,23
1462,45.5,45.5,-50,11,23
1463,45.9,45.9,-72.5,11,23
1464,47.5,47.5,-0.1,11,23
1465,50,50,-161.3,11,23
1466,50.02,50.02,-20,11,23
1467,50.2,50.2,-50,11,23
1468,50.4,50.4,-50,11,23
1469,50.5,50.5,-0.1,11,23
1470,50.6,50.6,-50,11,23
1471,50.9,50.9,-290.7,11,23
1472,51,51,-37.4,11,23
1473,55,55,-3.1,11,23
1474,56,56,-43.5,11,23
1475,60.03,60.03,-1,11,23
1476,64,64,-55.5,11,23
1477,65.13,65.13,-45,11,23
1478,65.5,65.5,-10,11,23
1479,70.04,70.04,-7,11,23
1480,70.13,70.13,-45,11,23
1481,73.38,73.38,-7,11,23
1482,73.5,73.5,-35,11,23
1483,75.13,75.13,-45,11,23
1484,76.73,76.73,-7,11,23
1485,79.5,79.5,-10,11,23
1486,80.07,80.07,-7,11,23
1487,80.1,80.1,-53.8,11,23
1488,82.6,82.6,-86.7,11,23
1489,145,145,-20,11,23
1490,145.01,145.01,-10.3,11,23
1491,160,160,-1534.5,11,23
1492,180,180,-886.9,11,23
1493,180.3,180.3,-70.1,11,23
1494,0,0,-10649.1,11,24
1495,0.1,0.1,-1,11,24
1496,0.6,0.6,-11.2,11,24
1497,1,1,-4.7,11,24
1498,3.02,3.02,-17,11,24
1499,5,5,-300,11,24
1500,10.4,10.4,-87.3,11,24
1501,14.01,14.01,-72,11,24
1502,15,15,-0.1,11,24
1503,15.5,15.5,-27,11,24
1504,16,16,-27.5,11,24
1505,18.01,18.01,-114,11,24
1506,20,20,-105.2,11,24
1507,20.03,20.03,-12,11,24
1508,21,21,-7.9,11,24
1509,23.34,23.34,-80.2,11,24
1510,24,24,-4.8,11,24
1511,26,26,-4.9,11,24
1512,26.69,26.69,-80.2,11,24
1513,26.8,26.8,-6.8,11,24
1514,27.6,27.6,-5,11,24
1515,28.02,28.02,-28,11,24
1516,28.1,28.1,-25,11,24
1517,29.01,29.01,-80,11,24
1518,30,30,-85.4,11,24
1519,30.01,30.01,-20,11,24
1520,30.03,30.03,-80.3,11,24
1521,32,32,-80,11,24
1522,32.03,32.03,-34,11,24
1523,32.6,32.6,-25,11,24
1524,32.75,32.75,-65,11,24
1525,34.5,34.5,-290.7,11,24
1526,34.6,34.6,-290.7,11,24
1527,35,35,-16.9,11,24
1528,35.01,35.01,-65,11,24
1529,35.03,35.03,-11,11,24
1530,35.7,35.7,-182.2,11,24
1531,36,36,-29.2,11,24
1532,36.01,36.01,-139,11,24
1533,36.7,36.7,-90,11,24
1534,37,37,-80,11,24
1535,37.92,37.92,-90,11,24
1536,38.01,38.01,-40,11,24
1537,38.4,38.4,-290.7,11,24
1538,39,39,-207.4,11,24
1539,39.01,39.01,-25,11,24
1540,39.03,39.03,-19,11,24
1541,39.13,39.13,-90,11,24
1542,40,40,-55.8,11,24
1543,40.03,40.03,-4,11,24
1544,40.04,40.04,-68.9,11,24
1545,40.98,40.98,-68.9,11,24
1546,42,42,-37.4,11,24
1547,42.02,42.02,-30,11,24
1548,42.2,42.2,-50,11,24
1549,42.31,42.31,-100,11,24
1550,42.4,42.4,-50,11,24
1551,42.5,42.5,-0.1,11,24
1552,42.6,42.6,-50,11,24
1553,43,43,-152.5,11,24
1554,43.5,43.5,-82.2,11,24
1555,43.56,43.56,-72,11,24
1556,43.66,43.66,-100,11,24
1557,44,44,-51,11,24
1558,44.17,44.17,-340,11,24
1559,44.5,44.5,-50,11,24
1560,45,45,-54.9,11,24
1561,45.01,45.01,-41,11,24
1562,45.02,45.02,-100,11,24
1563,45.5,45.5,-50,11,24
1564,45.9,45.9,-72.5,11,24
1565,46,46,-46.8,11,24
1566,47.5,47.5,-0.1,11,24
1567,50,50,-158,11,24
1568,50.02,50.02,-20,11,24
1569,50.2,50.2,-50,11,24
1570,50.4,50.4,-50,11,24
1571,50.5,50.5,-0.1,11,24
1572,50.6,50.6,-50,11,24
1573,50.9,50.9,-290.7,11,24
1574,52,52,-58.6,11,24
1575,60.03,60.03,-12,11,24
1576,63,63,-1,11,24
1577,65.13,65.13,-45,11,24
1578,65.5,65.5,-10,11,24
1579,70.04,70.04,-17,11,24
1580,70.13,70.13,-45,11,24
1581,73.38,73.38,-17,11,24
1582,73.5,73.5,-10,11,24
1583,75.13,75.13,-45,11,24
1584,76.73,76.73,-17,11,24
1585,79.5,79.5,-10,11,24
1586,80.07,80.07,-17,11,24
1587,80.1,80.1,-53.8,11,24
1588,82.6,82.6,-86.7,11,24
1589,145,145,-20,11,24
1590,145.01,145.01,-10.3,11,24
1591,160,160,-1357.4,11,24
1592,180,180,-886.9,11,24
1593,180.3,180.3,-70.1,11,24
1594,180.3,180.3,4733.3,12,1
1595,110,110,2,12,1
1596,96,96,188.4,12,1
1597,28.02,28.02,9,12,1
1598,27.02,27.02,9,12,1
1599,5.69,5.69,115,12,1
1600,2.69,2.69,115,12,1
1601,0.1,0.1,115,12,1
1602,0,0,115,12,1
1603,180.3,180.3,4414.5,12,2
1604,110,110,1.8,12,2
1605,86.4,86.4,205.5,12,2
1606,37.67,37.67,1.9,12,2
1607,5.69,5.69,115,12,2
1608,2.69,2.69,115,12,2
1609,0.1,0.1,115,12,2
1610,0,0,115,12,2
1611,180.3,180.3,4120.1,12,3
1612,110,110,1.7,12,3
1613,83,83,206.3,12,3
1614,32.8,32.8,0.9,12,3
1615,5.69,5.69,115,12,3
1616,2.69,2.69,115,12,3
1617,0.5,0.5,162,12,3
1618,0.1,0.1,115,12,3
1619,0,0,115,12,3
1620,180.3,180.3,3933.6,12,4
1621,110,110,1.6,12,4
1622,82,82,207.4,12,4
1623,5.69,5.69,115,12,4
1624,2.69,2.69,115,12,4
1625,0.5,0.5,184,12,4
1626,0.1,0.1,115,12,4
1627,0,0,115,12,4
1628,180.3,180.3,3866.4,12,5
1629,110,110,1.6,12,5
1630,80,80,205.9,12,5
