"I","PI0","PI1","QI","LI","TI"
818,0,0,-13561.7,11,16
819,0.01,0.01,-70,11,16
820,0.1,0.1,-1,11,16
821,0.6,0.6,-11,11,16
822,0.7,0.7,-6.6,11,16
823,1,1,-360.7,11,16
824,1.5,1.5,-96.7,11,16
825,2.5,2.5,-38.7,11,16
826,4.5,4.5,-114.2,11,16
827,5,5,-300,11,16
828,6,6,-5.5,11,16
829,7.7,7.7,-86.5,11,16
830,8.4,8.4,-86.5,11,16
831,9.2,9.2,-86.5,11,16
832,9.5,9.5,-20,11,16
833,10.4,10.4,-86.5,11,16
834,12.02,12.02,-17,11,16
835,14.01,14.01,-72,11,16
836,15,15,-0.1,11,16
837,15.5,15.5,-26.2,11,16
838,16,16,-27.5,11,16
839,16.25,16.25,-11,11,16
840,17.02,17.02,-19,11,16
841,18.01,18.01,-114,11,16
842,18.8,18.8,-73,11,16
843,19,19,-20,11,16
844,20,20,-73,11,16
845,21,21,-27.8,11,16
846,24,24,-84.8,11,16
847,25,25,-158.3,11,16
848,26,26,-4.9,11,16
849,26.8,26.8,-6.8,11,16
850,28,28,-80,11,16
851,28.03,28.03,-12,11,16
852,29.01,29.01,-80,11,16
853,29.9,29.9,-182.6,11,16
854,30,30,-99.3,11,16
855,30.01,30.01,-20,11,16
856,31,31,-182.6,11,16
857,31.5,31.5,-80,11,16
858,32.03,32.03,-34,11,16
859,33.91,33.91,-75,11,16
860,34.02,34.02,-28,11,16
861,34.2,34.2,-182.6,11,16
862,34.5,34.5,-367.8,11,16
863,34.6,34.6,-287.8,11,16
864,35,35,-30.8,11,16
865,35.03,35.03,-30,11,16
866,35.5,35.5,-65,11,16
867,35.7,35.7,-207.7,11,16
868,36.01,36.01,-204,11,16
869,36.5,36.5,-82.8,11,16
870,36.9,36.9,-75,11,16
871,38.01,38.01,-122.8,11,16
872,39,39,-207.7,11,16
873,39.01,39.01,-22,11,16
874,39.52,39.52,-82.8,11,16
875,39.89,39.89,-75,11,16
876,40,40,-113.4,11,16
877,40.03,40.03,-4,11,16
878,40.4,40.4,-287.8,11,16
879,41,41,-72.5,11,16
880,41.03,41.03,-82.7,11,16
881,41.26,41.26,-351,11,16
882,41.5,41.5,-72.5,11,16
883,41.8,41.8,-50,11,16
884,42,42,-50,11,16
885,42.02,42.02,-30,11,16
886,42.2,42.2,-50,11,16
887,42.38,42.38,-90,11,16
888,42.4,42.4,-50,11,16
889,42.5,42.5,-0.1,11,16
890,43.28,43.28,-90,11,16
891,43.5,43.5,-82.3,11,16
892,43.56,43.56,-40,11,16
893,44,44,-50,11,16
894,44.17,44.17,-340,11,16
895,44.18,44.18,-90,11,16
896,44.2,44.2,-50,11,16
897,44.4,44.4,-50,11,16
898,44.6,44.6,-50,11,16
899,44.84,44.84,-68.9,11,16
900,45,45,-64.3,11,16
901,45.01,45.01,-41,11,16
902,45.2,45.2,-50,11,16
903,45.4,45.4,-50,11,16
904,45.53,45.53,-68.9,11,16
905,45.6,45.6,-50,11,16
906,46.52,46.52,-100,11,16
907,47.5,47.5,-0.1,11,16
908,47.51,47.51,-100,11,16
909,48.52,48.52,-100,11,16
910,50.02,50.02,-20,11,16
911,50.5,50.5,-0.1,11,16
912,50.9,50.9,-287.8,11,16
913,55.13,55.13,-45,11,16
914,60.03,60.03,-1,11,16
915,60.13,60.13,-45,11,16
916,65.5,65.5,-10,11,16
917,70,70,-33.9,11,16
918,70.04,70.04,-46,11,16
919,70.13,70.13,-45,11,16
920,73.34,73.34,-12,11,16
921,73.38,73.38,-46,11,16
922,73.5,73.5,-45,11,16
923,75.6,75.6,-82.1,11,16
924,76.69,76.69,-12,11,16
925,76.73,76.73,-46,11,16
926,79.5,79.5,-10,11,16
927,80.03,80.03,-12,11,16
928,80.07,80.07,-45.8,11,16
929,130.01,130.01,-4,11,16
930,133.12,133.12,-192,11,16
931,145,145,-25.1,11,16
932,145.01,145.01,-11.3,11,16
933,160,160,-1085.2,11,16
934,180,180,-694.9,11,16
935,180.3,180.3,-57.1,11,16
936,0,0,-13054.1,11,17
937,0.01,0.01,-40,11,17
938,0.1,0.1,-1,11,17
939,0.6,0.6,-11,11,17
940,0.7,0.7,-6.1,11,17
941,1,1,-325.5,11,17
942,1.5,1.5,-95.6,11,17
943,2.5,2.5,-35.4,11,17
944,4.5,4.5,-123,11,17
945,5,5,-300,11,17
946,6,6,-5.2,11,17
947,7.7,7.7,-86.5,11,17
948,8.4,8.4,-86.5,11,17
949,9.2,9.2,-86.5,11,17
950,9.5,9.5,-20,11,17
951,10.4,10.4,-86.5,11,17
952,12.02,12.02,-17,11,17
953,14.01,14.01,-72,11,17
954,15,15,-0.1,11,17
955,15.5,15.5,-26.2,11,17
956,16,16,-27.5,11,17
957,16.25,16.25,-12.9,11,17
958,17.02,17.02,-19,11,17
959,18.01,18.01,-114,11,17
960,18.8,18.8,-73,11,17
961,19,19,-20,11,17
962,20,20,-73,11,17
963,21,21,-27.8,11,17
964,24,24,-84.8,11,17
965,25,25,-129.3,11,17
966,26,26,-4.9,11,17
967,26.8,26.8,-6.8,11,17
968,28,28,-80,11,17
969,28.03,28.03,-12,11,17
970,29.01,29.01,-80,11,17
971,29.9,29.9,-182.6,11,17
972,30,30,-99.3,11,17
973,30.01,30.01,-20,11,17
974,31,31,-182.6,11,17
975,31.5,31.5,-80,11,17
976,32.03,32.03,-34,11,17
977,33.72,33.72,-75,11,17
978,34.02,34.02,-28,11,17
979,34.2,34.2,-182.6,11,17
980,34.5,34.5,-367.8,11,17
981,34.6,34.6,-287.8,11,17
982,35,35,-30.8,11,17
983,35.03,35.03,-30,11,17
984,35.5,35.5,-65,11,17
985,35.7,35.7,-207.7,11,17
986,36.01,36.01,-204,11,17
987,36.5,36.5,-82.3,11,17
988,36.71,36.71,-75,11,17
989,38.01,38.01,-122.3,11,17
990,39,39,-207.7,11,17
991,39.01,39.01,-22,11,17
992,39.52,39.52,-82.3,11,17
993,39.7,39.7,-75,11,17
994,40,40,-113.4,11,17
995,40.03,40.03,-4,11,17
996,40.4,40.4,-287.8,11,17
997,41,41,-72.5,11,17
998,41.03,41.03,-82.3,11,17
999,41.26,41.26,-351,11,17
1000,41.5,41.5,-72.5,11,17
1001,41.8,41.8,-50,11,17
1002,42,42,-50,11,17
1003,42.02,42.02,-30,11,17
1004,42.2,42.2,-50,11,17
1005,42.38,42.38,-90,11,17
1006,42.4,42.4,-50,11,17
1007,42.5,42.5,-0.1,11,17
1008,43.28,43.28,-90,11,17
1009,43.5,43.5,-82.3,11,17
1010,43.56,43.56,-40,11,17
1011,44,44,-50,11,17
1012,44.17,44.17,-340,11,17
1013,44.18,44.18,-90,11,17
1014,44.2,44.2,-50,11,17
1015,44.4,44.4,-50,11,17
1016,44.6,44.6,-50,11,17
1017,44.84,44.84,-68.9,11,17
1018,45,45,-64.3,11,17
1019,45.01,45.01,-41,11,17
1020,45.2,45.2,-50,11,17
1021,45.4,45.4,-50,11,17
1022,45.53,45.53,-68.9,11,17
1023,45.6,45.6,-50,11,17
1024,46.52,46.52,-100,11,17
1025,47.5,47.5,-0.1,11,17
1026,47.51,47.51,-100,11,17
1027,48.52,48.52,-100,11,17
1028,50.02,50.02,-20,11,17
1029,50.5,50.5,-0.1,11,17
1030,50.9,50.9,-287.8,11,17
1031,55.13,55.13,-45,11,17
1032,60.03,60.03,-1,11,17
1033,60.13,60.13,-45,11,17
1034,65.5,65.5,-10,11,17
1035,70,70,-33.9,11,17
1036,70.04,70.04,-46,11,17
1037,70.13,70.13,-45,11,17
1038,73.34,73.34,-12,11,17
1039,73.38,73.38,-46,11,17
1040,73.5,73.5,-45,11,17
1041,75.6,75.6,-98.8,11,17
1042,76.69,76.69,-12,11,17
1043,76.73,76.73,-46,11,17
1044,79.5,79.5,-10,11,17
1045,80.03,80.03,-12,11,17
1046,80.07,80.07,-45.8,11,17
1047,130.01,130.01,-4,11,17
1048,133.12,133.12,-192,11,17
1049,145,145,-25.1,11,17
1050,145.01,145.01,-11.3,11,17
1051,160,160,-1085.2,11,17
1052,180,180,-694.9,11,17
1053,180.3,180.3,-57.1,11,17
1054,0,0,-12581,11,18
1055,0.01,0.01,-70,11,18
1056,0.1,0.1,-1,11,18
1057,0.6,0.6,-11,11,18
1058,0.7,0.7,-6.5,11,18
1059,1,1,-295.6,11,18
1060,1.5,1.5,-97.9,11,18
1061,2.5,2.5,-32.5,11,18
1062,4.5,4.5,-118.8,11,18
1063,5,5,-300,11,18
1064,6,6,-5.3,11,18
1065,7.7,7.7,-86.5,11,18
1066,8.4,8.4,-86.5,11,18
1067,9.2,9.2,-86.5,11,18
1068,10.4,10.4,-86.5,11,18
1069,10.49,10.49,-20,11,18
1070,12.02,12.02,-17,11,18
1071,14.01,14.01,-72,11,18
1072,15,15,-0.1,11,18
1073,15.5,15.5,-26.2,11,18
1074,16,16,-27.5,11,18
1075,16.25,16.25,-13.3,11,18
1076,17.02,17.02,-19,11,18
1077,18.01,18.01,-114,11,18
1078,18.8,18.8,-73,11,18
1079,20,20,-73,11,18
1080,20.98,20.98,-20,11,18
1081,21,21,-7.8,11,18
1082,22.98,22.98,-20,11,18
1083,24,24,-84.8,11,18
1084,25,25,-165.1,11,18
1085,26,26,-4.9,11,18
1086,26.8,26.8,-6.8,11,18
1087,28,28,-80,11,18
1088,28.03,28.03,-23,11,18
1089,29.01,29.01,-80,11,18
1090,30,30,-170.1,11,18
1091,30.01,30.01,-20,11,18
1092,31.5,31.5,-80,11,18
1093,32.03,32.03,-34,11,18
1094,34,34,-50,11,18
1095,34.02,34.02,-28,11,18
1096,34.5,34.5,-367.8,11,18
1097,34.6,34.6,-287.8,11,18
1098,35,35,-46.5,11,18
1099,35.03,35.03,-30,11,18
1100,35.5,35.5,-65,11,18
1101,35.7,35.7,-207.7,11,18
1102,36.01,36.01,-204,11,18
1103,36.5,36.5,-81,11,18
1104,36.99,36.99,-50,11,18
1105,38.01,38.01,-121,11,18
1106,39,39,-207.7,11,18
1107,39.01,39.01,-22,11,18
1108,39.03,39.03,-19,11,18
1109,39.52,39.52,-81,11,18
1110,39.98,39.98,-50,11,18
1111,40,40,-64.3,11,18
1112,40.03,40.03,-4,11,18
1113,40.4,40.4,-287.8,11,18
1114,41,41,-72.5,11,18
1115,41.03,41.03,-81,11,18
1116,41.26,41.26,-351,11,18
1117,41.5,41.5,-72.5,11,18
1118,41.8,41.8,-50,11,18
1119,42,42,-50,11,18
1120,42.02,42.02,-30,11,18
1121,42.2,42.2,-50,11,18
1122,42.38,42.38,-90,11,18
1123,42.4,42.4,-50,11,18
1124,42.5,42.5,-0.1,11,18
1125,43.28,43.28,-90,11,18
1126,43.5,43.5,-82.3,11,18
1127,43.56,43.56,-40,11,18
1128,44,44,-50,11,18
1129,44.17,44.17,-340,11,18
1130,44.18,44.18,-90,11,18
1131,44.2,44.2,-50,11,18
1132,44.4,44.4,-50,11,18
1133,44.6,44.6,-50,11,18
1134,44.84,44.84,-68.9,11,18
1135,45,45,-64.3,11,18
1136,45.01,45.01,-41,11,18
1137,45.2,45.2,-50,11,18
1138,45.4,45.4,-50,11,18
1139,45.53,45.53,-68.9,11,18
1140,45.6,45.6,-50,11,18
1141,46.52,46.52,-100,11,18
1142,47.5,47.5,-0.1,11,18
1143,47.51,47.51,-100,11,18
1144,48.52,48.52,-100,11,18
1145,50.02,50.02,-20,11,18
1146,50.5,50.5,-0.1,11,18
1147,50.9,50.9,-287.8,11,18
1148,55.13,55.13,-45,11,18
1149,60.03,60.03,-1,11,18
1150,60.13,60.13,-45,11,18
1151,65.5,65.5,-10,11,18
1152,70,70,-33.9,11,18
1153,70.04,70.04,-46,11,18
1154,70.13,70.13,-45,11,18
1155,73.34,73.34,-12,11,18
1156,73.38,73.38,-46,11,18
1157,73.5,73.5,-45,11,18
1158,75.6,75.6,-98.8,11,18
1159,76.69,76.69,-12,11,18
1160,76.73,76.73,-46,11,18
1161,79.5,79.5,-10,11,18
1162,80.03,80.03,-12,11,18
1163,80.07,80.07,-45.8,11,18
1164,130.01,130.01,-4,11,18
1165,133.12,133.12,-192,11,18
1166,145,145,-25.1,11,18
1167,145.01,145.01,-11.3,11,18
1168,160,160,-1170,11,18
1169,180,180,-694.9,11,18
1170,180.3,180.3,-57.1,11,18
1171,0,0,-11643.2,11,19
1172,0.01,0.01,-70,11,19
1173,0.1,0.1,-1,11,19
1174,0.6,0.6,-11,11,19
1175,0.7,0.7,-6.5,11,19
1176,1,1,-271.2,11,19
1177,1.5,1.5,-100.2,11,19
1178,2.5,2.5,-22.8,11,19
1179,4.5,4.5,-211.5,11,19
1180,5,5,-300,11,19
1181,6,6,-5.4,11,19
1182,7.7,7.7,-86.5,11,19
1183,8.4,8.4,-86.5,11,19
1184,9.2,9.2,-86.5,11,19
1185,10.4,10.4,-86.5,11,19
1186,12.02,12.02,-17,11,19
1187,12.5,12.5,-20,11,19
1188,14.01,14.01,-72,11,19
1189,15,15,-0.1,11,19
1190,15.5,15.5,-26.2,11,19
1191,16,16,-27.5,11,19
1192,16.25,16.25,-12.7,11,19
1193,17.02,17.02,-19,11,19
1194,18.01,18.01,-114,11,19
1195,18.8,18.8,-73,11,19
1196,20,20,-73,11,19
1197,21,21,-7.8,11,19
1198,24,24,-84.8,11,19
1199,25,25,-45,11,19
1200,26,26,-4.9,11,19
1201,26.8,26.8,-6.8,11,19
1202,27,27,-20,11,19
1203,28,28,-195.1,11,19
1204,28.03,28.03,-42,11,19
1205,29.01,29.01,-80,11,19
1206,30,30,-108.6,11,19
1207,30.01,30.01,-20,11,19
1208,31.5,31.5,-80,11,19
1209,32.03,32.03,-34,11,19
1210,33,33,-66.9,11,19
1211,34.02,34.02,-28,11,19
1212,34.5,34.5,-80,11,19
1213,35,35,-0.3,11,19
1214,35.03,35.03,-37,11,19
1215,35.5,35.5,-65,11,19
1216,35.7,35.7,-207.7,11,19
1217,36.01,36.01,-204,11,19
1218,36.5,36.5,-80.1,11,19
1219,37.03,37.03,-11,11,19
1220,38,38,-45.7,11,19
1221,38.01,38.01,-120.1,11,19
1222,39,39,-207.7,11,19
1223,39.01,39.01,-22,11,19
1224,39.37,39.37,-50,11,19
1225,39.52,39.52,-80.1,11,19
1226,40,40,-58.9,11,19
1227,40.4,40.4,-287.8,11,19
1228,41.03,41.03,-79.9,11,19
1229,41.26,41.26,-351,11,19
1230,41.5,41.5,-72.5,11,19
1231,41.8,41.8,-50,11,19
1232,42,42,-50,11,19
1233,42.02,42.02,-30,11,19
1234,42.2,42.2,-50,11,19
1235,42.36,42.36,-50,11,19
1236,42.38,42.38,-90,11,19
1237,42.4,42.4,-50,11,19
1238,42.5,42.5,-0.1,11,19
1239,43.28,43.28,-90,11,19
1240,43.56,43.56,-40,11,19
1241,44,44,-50,11,19
1242,44.17,44.17,-340,11,19
1243,44.18,44.18,-90,11,19
1244,44.2,44.2,-50,11,19
1245,44.4,44.4,-50,11,19
1246,44.6,44.6,-50,11,19
1247,44.84,44.84,-68.9,11,19
1248,45,45,-64.3,11,19
1249,45.01,45.01,-41,11,19
1250,45.2,45.2,-50,11,19
1251,45.35,45.35,-50,11,19
1252,45.4,45.4,-50,11,19
1253,45.53,45.53,-68.9,11,19
1254,45.6,45.6,-50,11,19
1255,46.52,46.52,-100,11,19
1256,47.5,47.5,-0.1,11,19
1257,47.51,47.51,-100,11,19
1258,48.52,48.52,-100,11,19
1259,50.02,50.02,-20,11,19
1260,50.5,50.5,-0.1,11,19
1261,50.9,50.9,-287.8,11,19
1262,55.13,55.13,-45,11,19
1263,60.03,60.03,-1,11,19
1264,60.13,60.13,-45,11,19
1265,65.5,65.5,-10,11,19
1266,70,70,-33.9,11,19
1267,70.04,70.04,-13.5,11,19
1268,70.13,70.13,-45,11,19
1269,73.34,73.34,-12,11,19
1270,73.38,73.38,-13.5,11,19
1271,73.5,73.5,-35,11,19
1272,75.6,75.6,-44.8,11,19
1273,76.69,76.69,-12,11,19
1274,76.73,76.73,-13.5,11,19
1275,79.5,79.5,-10,11,19
1276,80.03,80.03,-12,11,19
1277,80.07,80.07,-13.5,11,19
1278,130.01,130.01,-4,11,19
1279,133.12,133.12,-192,11,19
1280,145,145,-25.1,11,19
1281,145.01,145.01,-11.3,11,19
1282,160,160,-1102.4,11,19
1283,180,180,-694.9,11,19
1284,180.3,180.3,-57.1,11,19
1285,0,0,-10949.8,11,20
1286,0.1,0.1,-1,11,20
1287,0.6,0.6,-11,11,20
1288,0.7,0.7,-6.7,11,20
1289,1,1,-244.8,11,20
1290,1.5,1.5,-109.5,11,20
1291,2.5,2.5,-13.3,11,20
1292,4.5,4.5,-154.9,11,20
1293,5,5,-300,11,20
1294,6,6,-6.9,11,20
1295,7.7,7.7,-86.5,11,20
1296,8.4,8.4,-86.5,11,20
1297,9.2,9.2,-86.5,11,20
1298,10.4,10.4,-86.5,11,20
1299,12.02,12.02,-17,11,20
1300,14.01,14.01,-72,11,20
1301,15,15,-0.1,11,20
1302,15.5,15.5,-26.2,11,20
1303,16,16,-27.5,11,20
1304,16.25,16.25,-12.3,11,20
1305,17.02,17.02,-19,11,20
1306,18.01,18.01,-114,11,20
1307,18.8,18.8,-73,11,20
1308,20,20,-73,11,20
1309,21,21,-7.8,11,20
1310,24,24,-84.8,11,20
1311,25,25,-25,11,20
1312,26,26,-4.9,11,20
1313,26.8,26.8,-6.8,11,20
1314,28,28,-80,11,20
1315,28.03,28.03,-42,11,20
1316,29.01,29.01,-80,11,20
1317,30,30,-108.6,11,20
1318,30.01,30.01,-20,11,20
1319,31.5,31.5,-80,11,20
1320,32,32,-115.1,11,20
1321,32.03,32.03,-34,11,20
1322,34.02,34.02,-28,11,20
1323,34.5,34.5,-80,11,20
1324,35,35,-0.3,11,20
1325,35.03,35.03,-37,11,20
1326,35.5,35.5,-65,11,20
1327,35.7,35.7,-207.7,11,20
1328,36.01,36.01,-204,11,20
1329,36.5,36.5,-81,11,20
1330,37,37,-66.9,11,20
1331,37.03,37.03,-21,11,20
1332,38.01,38.01,-121,11,20
1333,39,39,-207.7,11,20
1334,39.01,39.01,-22,11,20
1335,39.52,39.52,-81,11,20
1336,40,40,-58.9,11,20
1337,40.4,40.4,-287.8,11,20
1338,41.03,41.03,-80.8,11,20
1339,41.26,41.26,-351,11,20
1340,41.5,41.5,-72.5,11,20
1341,41.8,41.8,-50,11,20
1342,42,42,-95.6,11,20
1343,42.02,42.02,-30,11,20
1344,42.2,42.2,-50,11,20
1345,42.38,42.38,-90,11,20
1346,42.4,42.4,-50,11,20
1347,42.5,42.5,-0.1,11,20
1348,43.28,43.28,-90,11,20
1349,43.56,43.56,-40,11,20
1350,44,44,-50,11,20
1351,44.17,44.17,-340,11,20
1352,44.18,44.18,-90,11,20
1353,44.2,44.2,-50,11,20
1354,44.4,44.4,-50,11,20
1355,44.6,44.6,-50,11,20
1356,44.84,44.84,-118.9,11,20
1357,45,45,-64.3,11,20
1358,45.01,45.01,-41,11,20
1359,45.2,45.2,-50,11,20
1360,45.4,45.4,-50,11,20
1361,45.53,45.53,-68.9,11,20
1362,45.6,45.6,-50,11,20
1363,46.52,46.52,-100,11,20
1364,47.5,47.5,-0.1,11,20
1365,47.51,47.51,-100,11,20
1366,47.83,47.83,-50,11,20
1367,48.52,48.52,-100,11,20
1368,50.02,50.02,-20,11,20
1369,50.5,50.5,-0.1,11,20
1370,50.82,50.82,-50,11,20
1371,50.9,50.9,-287.8,11,20
1372,55.13,55.13,-45,11,20
1373,60.03,60.03,-1,11,20
1374,60.13,60.13,-45,11,20
1375,65.5,65.5,-10,11,20
1376,70,70,-33.9,11,20
1377,70.13,70.13,-45,11,20
1378,73.34,73.34,-12,11,20
1379,73.5,73.5,-35,11,20
1380,75.6,75.6,-44.8,11,20
1381,76.69,76.69,-12,11,20
1382,78,78,-100,11,20
1383,79.5,79.5,-10,11,20
1384,80.03,80.03,-12,11,20
1385,130.01,130.01,-4,11,20
1386,133.12,133.12,-192,11,20
1387,145,145,-25.1,11,20
1388,145.01,145.01,-11.3,11,20
1389,160,160,-980.4,11,20
1390,180,180,-694.9,11,20
1391,180.3,180.3,-57.1,11,20
1392,0,0,-10664,11,21
1393,0.01,0.01,-162,11,21
1394,0.1,0.1,-1,11,21
1395,0.6,0.6,-11,11,21
1396,0.7,0.7,-8.8,11,21
1397,1,1,-184.5,11,21
1398,1.5,1.5,-103.9,11,21
1399,2.5,2.5,-8.4,11,21
1400,4.5,4.5,-158.3,11,21
1401,5,5,-300,11,21
1402,6,6,-7.8,11,21
1403,7.7,7.7,-86.5,11,21
1404,8.4,8.4,-86.5,11,21
1405,9.2,9.2,-86.5,11,21
1406,10.4,10.4,-86.5,11,21
1407,12.02,12.02,-17,11,21
1408,14.01,14.01,-72,11,21
1409,15,15,-0.1,11,21
1410,15.5,15.5,-26.2,11,21
1411,16,16,-27.5,11,21
1412,16.25,16.25,-12,11,21
1413,17.02,17.02,-19,11,21
1414,18.01,18.01,-114,11,21
1415,18.8,18.8,-73,11,21
1416,20,20,-73,11,21
1417,21,21,-7.8,11,21
1418,24,24,-84.8,11,21
1419,25,25,-50,11,21
1420,26,26,-4.9,11,21
1421,26.8,26.8,-6.8,11,21
1422,28,28,-80,11,21
1423,28.03,28.03,-42,11,21
1424,29.01,29.01,-80,11,21
1425,30,30,-108.6,11,21
1426,30.01,30.01,-20,11,21
1427,31.5,31.5,-80,11,21
1428,32.03,32.03,-34,11,21
1429,34.02,34.02,-28,11,21
1430,34.5,34.5,-80,11,21
1431,35,35,-75.3,11,21
1432,35.03,35.03,-37,11,21
1433,35.5,35.5,-65,11,21
1434,35.7,35.7,-207.7,11,21
1435,36.01,36.01,-204,11,21
1436,36.5,36.5,-81.4,11,21
1437,37.03,37.03,-21,11,21
1438,38.01,38.01,-121.4,11,21
1439,39,39,-207.7,11,21
1440,39.01,39.01,-22,11,21
1441,39.52,39.52,-81.4,11,21
1442,40,40,-221.5,11,21
1443,40.3,40.3,-25,11,21
1444,40.4,40.4,-287.8,11,21
1445,41.03,41.03,-81.3,11,21
1446,41.26,41.26,-351,11,21
1447,41.5,41.5,-72.5,11,21
1448,41.8,41.8,-50,11,21
1449,42,42,-50,11,21
1450,42.02,42.02,-30,11,21
1451,42.2,42.2,-50,11,21
1452,42.38,42.38,-90,11,21
1453,42.4,42.4,-50,11,21
1454,42.5,42.5,-0.1,11,21
1455,43.28,43.28,-90,11,21
1456,43.29,43.29,-25,11,21
1457,43.56,43.56,-40,11,21
1458,44,44,-50,11,21
1459,44.17,44.17,-340,11,21
1460,44.18,44.18,-90,11,21
1461,44.2,44.2,-50,11,21
1462,44.4,44.4,-50,11,21
1463,44.6,44.6,-50,11,21
1464,44.84,44.84,-68.9,11,21
1465,45,45,-159.6,11,21
1466,45.01,45.01,-41,11,21
1467,45.2,45.2,-50,11,21
1468,45.4,45.4,-50,11,21
1469,45.53,45.53,-68.9,11,21
1470,45.6,45.6,-50,11,21
1471,46.28,46.28,-25,11,21
1472,46.52,46.52,-100,11,21
1473,47.5,47.5,-0.1,11,21
1474,47.51,47.51,-100,11,21
1475,48.52,48.52,-100,11,21
1476,50,50,-57,11,21
1477,50.02,50.02,-20,11,21
1478,50.5,50.5,-0.1,11,21
1479,50.9,50.9,-287.8,11,21
1480,55.13,55.13,-45,11,21
1481,60.03,60.03,-1,11,21
1482,60.13,60.13,-45,11,21
1483,65.5,65.5,-10,11,21
1484,70,70,-33.7,11,21
1485,70.13,70.13,-45,11,21
1486,73.34,73.34,-12,11,21
1487,73.5,73.5,-35,11,21
1488,75.6,75.6,-4,11,21
1489,76.69,76.69,-12,11,21
1490,78,78,-100,11,21
1491,79.5,79.5,-10,11,21
1492,80.03,80.03,-12,11,21
1493,130.01,130.01,-4,11,21
1494,133.12,133.12,-192,11,21
1495,145,145,-25.1,11,21
1496,145.01,145.01,-11.3,11,21
1497,160,160,-947.4,11,21
1498,180,180,-694.9,11,21
1499,180.3,180.3,-57.1,11,21
1500,0,0,-10362.5,11,22
1501,0.1,0.1,-1,11,22
1502,0.6,0.6,-11,11,22
1503,0.7,0.7,-14.9,11,22
1504,1,1,-174.2,11,22
1505,1.5,1.5,-117.3,11,22
1506,2.5,2.5,-7,11,22
1507,4.5,4.5,-199.1,11,22
1508,5,5,-300,11,22
1509,6,6,-7.6,11,22
1510,7.7,7.7,-86.5,11,22
1511,8.4,8.4,-86.5,11,22
1512,9.2,9.2,-86.5,11,22
1513,10.4,10.4,-86.5,11,22
1514,12.02,12.02,-17,11,22
1515,14.01,14.01,-72,11,22
1516,15,15,-0.1,11,22
1517,15.5,15.5,-26.2,11,22
1518,16,16,-27.5,11,22
1519,16.25,16.25,-13.9,11,22
1520,17.02,17.02,-19,11,22
1521,18.01,18.01,-114,11,22
1522,18.8,18.8,-73,11,22
1523,20,20,-73,11,22
1524,21,21,-7.8,11,22
1525,24,24,-84.8,11,22
1526,25,25,-55,11,22
1527,26,26,-4.9,11,22
1528,26.8,26.8,-6.8,11,22
1529,28,28,-80,11,22
1530,28.03,28.03,-42,11,22
1531,29.01,29.01,-80,11,22
1532,30,30,-118.6,11,22
1533,30.01,30.01,-20,11,22
1534,31.5,31.5,-80,11,22
1535,32,32,-50,11,22
1536,32.03,32.03,-34,11,22
1537,34.02,34.02,-28,11,22
1538,34.5,34.5,-80,11,22
1539,35,35,-0.3,11,22
1540,35.03,35.03,-37,11,22
1541,35.5,35.5,-65,11,22
1542,35.7,35.7,-207.7,11,22
1543,36.01,36.01,-204,11,22
1544,36.15,36.15,-60,11,22
1545,36.5,36.5,-81.5,11,22
1546,37.03,37.03,-21,11,22
1547,38.01,38.01,-121.5,11,22
1548,39,39,-207.7,11,22
1549,39.01,39.01,-22,11,22
1550,39.52,39.52,-81.5,11,22
1551,40,40,-221.5,11,22
1552,40.4,40.4,-287.8,11,22
1553,41.03,41.03,-81.4,11,22
1554,41.26,41.26,-351,11,22
1555,41.5,41.5,-72.5,11,22
1556,41.8,41.8,-50,11,22
1557,42,42,-50,11,22
1558,42.02,42.02,-30,11,22
1559,42.2,42.2,-50,11,22
1560,42.38,42.38,-90,11,22
1561,42.4,42.4,-50,11,22
1562,42.5,42.5,-0.1,11,22
1563,43.28,43.28,-90,11,22
1564,43.56,43.56,-40,11,22
1565,44,44,-50,11,22
1566,44.17,44.17,-340,11,22
1567,44.18,44.18,-90,11,22
1568,44.2,44.2,-50,11,22
1569,44.4,44.4,-50,11,22
1570,44.6,44.6,-50,11,22
1571,44.84,44.84,-68.9,11,22
1572,45,45,-159.6,11,22
1573,45.01,45.01,-41,11,22
1574,45.2,45.2,-50,11,22
1575,45.4,45.4,-50,11,22
1576,45.53,45.53,-68.9,11,22
1577,45.6,45.6,-50,11,22
1578,46.52,46.52,-100,11,22
1579,47.5,47.5,-0.1,11,22
1580,47.51,47.51,-100,11,22
1581,48.52,48.52,-100,11,22
1582,50,50,-56.9,11,22
1583,50.02,50.02,-20,11,22
1584,50.5,50.5,-0.1,11,22
1585,50.9,50.9,-287.8,11,22
1586,55.13,55.13,-45,11,22
1587,60.03,60.03,-1,11,22
1588,60.13,60.13,-45,11,22
1589,65.5,65.5,-10,11,22
1590,70,70,-34,11,22
1591,70.04,70.04,-10,11,22
1592,70.13,70.13,-45,11,22
1593,73.34,73.34,-12,11,22
1594,73.38,73.38,-10,11,22
1595,73.5,73.5,-35,11,22
1596,75.6,75.6,-4,11,22
1597,76.69,76.69,-12,11,22
1598,76.73,76.73,-10,11,22
1599,78,78,-100,11,22
1600,79.5,79.5,-10,11,22
1601,80.03,80.03,-12,11,22
1602,80.07,80.07,-10,11,22
1603,130.01,130.01,-4,11,22
1604,133.12,133.12,-192,11,22
1605,145,145,-25.1,11,22
1606,145.01,145.01,-11.3,11,22
